"author_id","indexed_name","surname","given_name","gender","affiliation_current","citation_count","cited_by_count","coauthor_count","document_count","authorEC_doc_CS_2018","author_doc_CS_all_2018","author_doc_CS_all","publication_range","hindex","address","affiliation_name","department_id","department_name","author_count","city","country","date_created","affil_document_count","org_URL","org_domain","org_type","postal_code","search_link","sort_name","state","category"
57202948507,,,,,,0,0,0,0,2,,,,0,,,,,,,,,,,,,,,,,"nationalP"
57193024942,,,,,,0,0,0,0,2,,,,0,,,,,,,,,,,,,,,,,"externalN"
56134441900,,,,,,0,0,0,0,1,,,,0,,,,,,,,,,,,,,,,,"externalN"
57204770670,"A Lvarez M.","A Lvarez","Maria Antonieta","F",60072061,1,1,6,1,1,1,1,"2018-2018",1,"Malecon 100 y Loja","Escuela Superior Politecnica del Litoral Ecuador",,,1054,"Guayaquil","Ecuador","2/2/2008",1618,"http://www.espol.edu.ec/","espol.edu.ec","resi",,"https://api.elsevier.com/content/search/scopus?query=af-id%2860072061%29","Escuela Superior Politecnica del Litoral Ecuador","Guayas","national"
55965684700,"Abad A.","Abad","Andres G.","M",60072061,58,54,11,12,6,7,9,"2011-2019",5,"Malecon 100 y Loja","Escuela Superior Politecnica del Litoral Ecuador",,,1054,"Guayaquil","Ecuador","2/2/2008",1618,"http://www.espol.edu.ec/","espol.edu.ec","resi",,"https://api.elsevier.com/content/search/scopus?query=af-id%2860072061%29","Escuela Superior Politecnica del Litoral Ecuador","Guayas","national"
22957218500,"Abad C.","Abad","Cristina L.","F",60072061,423,391,80,34,23,26,33,"2003-2019",10,"Malecon 100 y Loja","Escuela Superior Politecnica del Litoral Ecuador",,,1054,"Guayaquil","Ecuador","2/2/2008",1618,"http://www.espol.edu.ec/","espol.edu.ec","resi",,"https://api.elsevier.com/content/search/scopus?query=af-id%2860072061%29","Escuela Superior Politecnica del Litoral Ecuador","Guayas","national"
57193012973,"Abad J.","Abad","Julio Zambrano","M",60105693,0,0,6,2,1,1,1,"2016-2018",0,"Calle Vieja 12-30 y Elia Liut","Universidad Politécnica Salesiana, Cuenca",121018790,"Robótica Automática (GIIRA)",0,"Cuenca","Ecuador","2/8/2018",0,"https://www.ups.edu.ec/en","ups.edu.ec",,"010105","https://api.elsevier.com/content/search/scopus?query=af-id%28121018790%29","Robótica Automática (GIIRA)","Azuay","national"
56893774200,"Abad K.","Abad","Karina","F",117642477,13,9,6,8,7,7,8,"2015-2019",3,,"CEDIA",,,4,"Cuenca","Ecuador","18/11/2016",6,,,,,"https://api.elsevier.com/content/search/scopus?query=af-id%28117642477%29","CEDIA",,"national"
36668141600,"Abad M.","Abad","Marco","M",60072064,18,17,11,7,7,7,7,"2010-2016",3,"San Cayetano Alto","Universidad Tecnica Particular de Loja",,,983,"Loja","Ecuador","2/2/2008",1450,"http://www.utpl.edu.ec/","utpl.edu.ec","univ",,"https://api.elsevier.com/content/search/scopus?query=af-id%2860072064%29","Tecnica Particular de Loja, Universidad",,"national"
57204394009,"Abad M.","Abad","Mara Falconi","F","",0,0,2,1,1,1,1,"2018-2018",0,,,,,,,,,,,,,,,,,"externalN"
57195314534,"Abad Torres J.","Abad Torres","Jackeline","F",60072054,121,64,19,28,5,9,9,"2012-2020",6,"Campus Politecnico Ruben Orellana / Ladron de Guevara E11-253, ","Escuela Politécnica Nacional",,,1031,"Quito","Ecuador","2/2/2008",1861,"https://www.epn.edu.ec/","epn.edu.ec","univ",170517,"https://api.elsevier.com/content/search/scopus?query=af-id%2860072054%29","Escuela Politecnica Nacional, Ecuador","Ecuador","national"
57194012243,"Abad V.","Abad","Vanessa","F",60001576,115,51,14,12,12,12,12,"2017-2017",6,"Gran Via de les Corts Catalanes 585","Universitat de Barcelona",,,21992,"Barcelona","Spain","2/2/2008",111755,"http://www.ub.es/homeub/en/","ub.es","univ",8007,"https://api.elsevier.com/content/search/scopus?query=af-id%2860001576%29","Barcelona, Universitat de","Barcelona","externalN"
57201385550,"Abad Z.","Abad","Julio","M",60105693,0,0,9,1,1,1,1,"2018-2018",0,"Calle Vieja 12-30 y Elia Liut","Universidad Politécnica Salesiana, Cuenca",116079292,"Department of Electronics Engineering",0,"Cuenca","Ecuador","17/12/2015",0,"https://www.ups.edu.ec/en","ups.edu.ec",,"010105","https://api.elsevier.com/content/search/scopus?query=af-id%28116079292%29","Department of Electronics Engineering","Azuay","national"
37053378300,"Abaei E.","Abaei","Elnaz","F",60108603,27,24,10,9,1,1,1,"2010-2015",2,"Panamericana Sur km 1 1/2","Escuela Superior Politécnica de Chimborazo",118417744,"Facultad de Informática y Electrónica",0,"Riobamba","Ecuador","8/5/2017",0,"https://www.espoch.edu.ec/",,,"060155","https://api.elsevier.com/content/search/scopus?query=af-id%28118417744%29","Facultad de Informática y Electrónica",,"national"
57195480183,"Abaroa T.","Abaroa","Thomas","M",60104598,1,1,5,2,2,2,2,"2017-2017",1,"Av General Ruminahui s / n,","Universidad de las Fuerzas Armadas ESPE",114477177,"Departamento de Energía y Mecánica",0,"Sangolqui","Ecuador","5/7/2014",0,"http://www.espe.edu.ec/",,,,"https://api.elsevier.com/content/search/scopus?query=af-id%28114477177%29","Departamento de Energía y Mecánica",,"national"
56319642500,"Abasolo S.","Abasolo","Sandy E.","M",60104598,1,1,3,1,1,1,1,"2014-2014",1,"Av General Ruminahui s / n,","Universidad de las Fuerzas Armadas ESPE",114210541,"Department of Electrical and Electronic Engineering",0,"Sangolqui","Ecuador","28/2/2014",0,"http://www.espe.edu.ec/",,,,"https://api.elsevier.com/content/search/scopus?query=af-id%28114210541%29","Department of Electrical and Electronic Engineering",,"national"
57189728795,"Abatta L.","Abatta","Lenin R.","M",60104598,0,0,11,2,1,1,1,"2016-2016",0,"Av General Ruminahui s / n,","Universidad de las Fuerzas Armadas ESPE",116700707,"Department of Energy Sciences and Mechanics",0,"Sangolqui","Ecuador","2/6/2016",0,"http://www.espe.edu.ec/",,,,"https://api.elsevier.com/content/search/scopus?query=af-id%28116700707%29","Department of Energy Sciences and Mechanics",,"national"
6603770520,"Abdel-Raheem E.","Abdel-Raheem","Esam",,60012468,458,373,55,94,1,51,59,"1993-2019",11,"401 Sunset Avenue","University of Windsor",100288128,"Department of Electrical & Computer Engineering",0,"Windsor","Canada","2/2/2008",0,"http://www.uwindsor.ca/","uwindsor.ca",,"N9B3P4","https://api.elsevier.com/content/search/scopus?query=af-id%28100288128%29",,"ON","externalN"
57195417893,"Abendaño Ramírez M.","Abendaño Ramírez","Mónica Elizabeth","F",60072064,0,0,3,2,1,1,1,"2017-2018",0,"San Cayetano Alto","Universidad Tecnica Particular de Loja",113645646,"Departamento de Ciencias de la Comunicación",0,"Loja","Ecuador","6/6/2013",0,"http://www.utpl.edu.ec/","utpl.edu.ec",,,"https://api.elsevier.com/content/search/scopus?query=af-id%28113645646%29","Departamento de Ciencias de la Comunicación",,"national"
55779333700,"Aboelzahab A.","Aboelzahab","Asem Farooq",,60009254,13,13,16,6,1,1,1,"2012-2018",1,"610 Purdue Mall","Purdue University",112617014,"College of Engineering",0,"West Lafayette","United States","20/2/2012",0,"https://www.purdue.edu/","purdue.edu",,"47907-2040","https://api.elsevier.com/content/search/scopus?query=af-id%28112617014%29",,"IN","externalN"
8211929700,"Abrahão S.","Abrahão","Silvia Mara","F",60011476,1203,968,240,128,9,111,116,"1999-2019",19,"Camino de Vera","Universitat Politècnica de València",,,9512,"Valencia","Spain","3/2/2008",42807,"https://www.upv.es/","upv.es","univ",46022,"https://api.elsevier.com/content/search/scopus?query=af-id%2860011476%29","Politècnica de València, Universitat","Valencia","externalN"
7004233119,"Abran A.","Abran","Alain","M",60026786,2492,1881,189,239,11,200,213,"1991-2019",25,"1100 Notre-Dame Street West (corner of Peel)","École de Technologie Supérieure",104354579,"Department of Software and IT Engineering",0,"Montreal","Canada","2/2/2008",0,"http://www.etsmtl.ca/en/Home","etsmtl.ca",,"H3C 1K3","https://api.elsevier.com/content/search/scopus?query=af-id%28104354579%29","Department of Software and IT Engineering","QC","external"
55617952600,"Abreu D.","Abreu","David Pérez","M",60020985,71,62,21,11,1,7,7,"2012-2018",5,"Patio das Escolas","Universidade de Coimbra",105528857,"Department of Informatics Engineering",0,"Coimbra","Portugal","27/2/2008",0,"http://www.uc.pt","uc.pt",,"3004-531","https://api.elsevier.com/content/search/scopus?query=af-id%28105528857%29",,,"externalN"
57204809502,"Abreu M.","Abreu","Marieta Peña","F",60086423,0,0,3,1,1,1,1,"2018-2018",0,"Antonio de los Banos Km 2 1/2. Torrens","Universidad de las Ciencias Informáticas, Cuba",,,322,"Havana","Cuba","6/12/2008",343,"http://www.uci.cu/",,"univ",,"https://api.elsevier.com/content/search/scopus?query=af-id%2860086423%29","Ciencias Informáticas, Cuba, Universidad de las",,"externalN"
57189038936,"Abril A.","Abril","Ana","F",60105693,0,0,5,2,2,2,2,"2016-2017",0,"Calle Vieja 12-30 y Elia Liut","Universidad Politécnica Salesiana, Cuenca",116079299,"Grupo de Investigación de Telecomunicaciones",0,"Cuenca","Ecuador","17/12/2015",0,"https://www.ups.edu.ec/en","ups.edu.ec",,"010105","https://api.elsevier.com/content/search/scopus?query=af-id%28116079299%29","Grupo de Investigación de Telecomunicaciones","Azuay","national"
57195071858,"Abril E.","Abril","Ernesto A.","M",60104598,0,0,9,4,1,1,1,"2017-2018",0,"Av General Ruminahui s / n,","Universidad de las Fuerzas Armadas ESPE",,,1490,"Sangolqui","Ecuador","28/2/2014",1654,"http://www.espe.edu.ec/",,"univ",,"https://api.elsevier.com/content/search/scopus?query=af-id%2860104598%29","Escuela Politécnica del Ejército",,"national"
57195069078,"Abril Garcés E.","Abril Garcés","Ernesto","M",60104598,0,0,4,2,1,1,1,"2017-2017",0,"Av General Ruminahui s / n,","Universidad de las Fuerzas Armadas ESPE",,,1490,"Sangolqui","Ecuador","28/2/2014",1654,"http://www.espe.edu.ec/",,"univ",,"https://api.elsevier.com/content/search/scopus?query=af-id%2860104598%29","Escuela Politécnica del Ejército",,"national"
57148462700,"Aceros E.","Aceros","Egner",,60031579,2,2,4,2,1,1,1,"2015-2018",1,,"Universidad Del Zulia",,,3369,"Maracaibo","Venezuela","2/2/2008",4801,"http://www.luz.edu.ve/","luz.edu.ve","univ",,"https://api.elsevier.com/content/search/scopus?query=af-id%2860031579%29","Zulia, Universidad Del","Zulia","externalN"
56483284000,"Acevedo-Martínez L.","Acevedo-Martínez","Liesner",,60086423,15,15,9,2,1,2,2,"2015-2018",1,"Antonio de los Banos Km 2 1/2. Torrens","Universidad de las Ciencias Informáticas, Cuba",114734771,"Centro de Estudios de Matemática Computacional",0,"Havana","Cuba","15/11/2014",0,"http://www.uci.cu/",,,,"https://api.elsevier.com/content/search/scopus?query=af-id%28114734771%29",,,"externalN"
57094842800,"Aceves R.","Aceves","Ricardo","M",60032442,2,2,6,2,1,2,3,"2018-2019",1,"Ciudad Universitaria","Universidad Nacional Autónoma de México",104652833,"Coordinación de Ingeniería de Sistemas",0,"Ciudad de México","Mexico","2/2/2008",0,"http://www.unam.mx","unam.mx",,"04510","https://api.elsevier.com/content/search/scopus?query=af-id%28104652833%29",,"Ciudad autonoma de Buenos Aires","externalN"
57195315693,"Achig J.","Achig","Jose","M",60104598,1,1,4,1,1,1,1,"2017-2017",1,"Av General Ruminahui s / n,","Universidad de las Fuerzas Armadas ESPE",114210543,"Departamento de Ciencias de la Computación",0,"Sangolqui","Ecuador","28/2/2014",0,"http://www.espe.edu.ec/",,,,"https://api.elsevier.com/content/search/scopus?query=af-id%28114210543%29","Departamento de Ciencias de la Computación",,"national"
57192237077,"Achig-Balarezo M.","Achig-Balarezo","María Cecilia","F",60072035,5,5,13,6,1,1,1,"2016-2019",1,"Av. 12 de Abril s/n Ciudadela Universitaria","University of Cuenca",117806043,"Facultad de Arquitectura y Urbanismo",0,"Cuenca","Ecuador","14/12/2016",0,"http://rai.ucuenca.edu.ec/","rai.ucuenca.edu.ec",,,"https://api.elsevier.com/content/search/scopus?query=af-id%28117806043%29","Facultad de Arquitectura y Urbanismo",,"national"
57203020372,"Acosta A.","Acosta","Aldrin G.","M",60104598,10,9,27,8,6,6,8,"2017-2019",2,"Av General Ruminahui s / n,","Universidad de las Fuerzas Armadas ESPE",,,1490,"Sangolqui","Ecuador","28/2/2014",1654,"http://www.espe.edu.ec/",,"univ",,"https://api.elsevier.com/content/search/scopus?query=af-id%2860104598%29","Escuela Politécnica del Ejército",,"national"
16745518500,"Acosta A.","Acosta","Antonio","M",60105012,20,15,10,8,1,1,1,"2001-2018",3,"Hacienda San José s/n","Yachay Tech",118690116,"Department of Mathematics",0,"Urcuqui","Ecuador","2/7/2017",0,"https://www.yachaytech.edu.ec/en/","yachaytech.edu.ec",,,"https://api.elsevier.com/content/search/scopus?query=af-id%28118690116%29","Department of Mathematics","Imbabura","national"
57191195798,"Acosta E.","Acosta","Enrique","M",60072035,9,9,4,1,1,1,1,"2016-2016",1,"Av. 12 de Abril s/n Ciudadela Universitaria","University of Cuenca",104801238,"Department of Civil Engineering",0,"Cuenca","Ecuador","2/2/2008",0,"http://rai.ucuenca.edu.ec/","rai.ucuenca.edu.ec",,,"https://api.elsevier.com/content/search/scopus?query=af-id%28104801238%29","Department of Civil Engineering",,"national"
57196436844,"Acosta I.","Acosta","Iván L.","M",60072042,2,2,10,4,2,2,4,"2017-2019",1,"Ciudadela Universitaria Salvador Allende, Av. Delta y Av. Kennedy","Universidad de Guayaquil",119698732,"Grupo de Investigación en Automatización y Telemática",0,"Guayaquil","Ecuador","2/11/2017",0,"http://www.ug.edu.ec/","ug.edu.ec",,"090514","https://api.elsevier.com/content/search/scopus?query=af-id%28119698732%29","Grupo de Investigación en Automatización y Telemática","Guayas","national"
57193607969,"Acosta J.","Acosta","Juan S.","M",60072059,1,1,3,1,1,1,1,"2017-2017",1,"Diego de Robles y Via Interoceanica","Universidad San Francisco de Quito",116581127,"Instituto de Micro/Nanoelectrónica",0,"Quito","Ecuador","7/5/2016",0,"http://www.usfq.edu.ec/","usfq.edu.ec",,,"https://api.elsevier.com/content/search/scopus?query=af-id%28116581127%29","Instituto de Micro/Nanoelectrónica",,"national"
57191247284,"Acosta J.","Acosta","Julio F.","M",60104598,2,2,17,7,4,4,5,"2014-2019",1,"Av General Ruminahui s / n,","Universidad de las Fuerzas Armadas ESPE",,,1490,"Sangolqui","Ecuador","28/2/2014",1654,"http://www.espe.edu.ec/",,"univ",,"https://api.elsevier.com/content/search/scopus?query=af-id%2860104598%29","Escuela Politécnica del Ejército",,"national"
57203227843,"Acosta J.","Acosta","Jorge Andres Rosales","M",60072054,1,1,4,1,1,1,1,"2018-2018",1,"Campus Politecnico Ruben Orellana / Ladron de Guevara E11-253, ","Escuela Politécnica Nacional",104801432,"Departamento de Automatización y Control Industrial",0,"Quito","Ecuador","2/2/2008",0,"https://www.epn.edu.ec/","epn.edu.ec",,170517,"https://api.elsevier.com/content/search/scopus?query=af-id%28104801432%29","Departamento de Automatización y Control Industrial","Ecuador","national"
57190881859,"Acosta L.","Acosta","Luis","M",60105277,220,209,45,5,1,1,1,"2014-2019",4,"Av. Bernardo Monteagudo 210 - 216","Superintendencia Nacional de Servicios de Saneamiento",120945101,"Gerencia de Regulación Tarifaria",0,"Lima","Peru","11/7/2018",0,"http://www.sunass.gob.pe/",,,,"https://api.elsevier.com/content/search/scopus?query=af-id%28120945101%29",,,"externalN"
57189659571,"Acosta M.","Acosta","Andrea Mishel","F",60104598,1,1,3,1,1,1,1,"2016-2016",1,"Av General Ruminahui s / n,","Universidad de las Fuerzas Armadas ESPE",114210541,"Department of Electrical and Electronic Engineering",0,"Sangolqui","Ecuador","28/2/2014",0,"http://www.espe.edu.ec/",,,,"https://api.elsevier.com/content/search/scopus?query=af-id%28114210541%29","Department of Electrical and Electronic Engineering",,"national"
55907007800,"Acosta T.","Acosta","Tatiana","F",60104598,2,2,8,3,1,1,2,"2016-2019",1,"Av General Ruminahui s / n,","Universidad de las Fuerzas Armadas ESPE",114210541,"Department of Electrical and Electronic Engineering",0,"Sangolqui","Ecuador","28/2/2014",0,"http://www.espe.edu.ec/",,,,"https://api.elsevier.com/content/search/scopus?query=af-id%28114210541%29","Department of Electrical and Electronic Engineering",,"national"
57200384739,"Acosta T.","Acosta","Tania","F",60108339,27,18,4,8,8,8,8,"2017-2018",3,"Calle Rumipamba s / ny Bourgeois","Universidad UTE",120014255,"Facultad de Ciencias Administrativas",0,"Quito","Ecuador","5/1/2018",0,"https://www.ute.edu.ec/",,,,"https://api.elsevier.com/content/search/scopus?query=af-id%28120014255%29","Facultad de Ciencias Administrativas",,"national"
57210668178,"Acosta T.","Acosta","Tatiana E.","F",60104598,0,0,5,1,1,1,1,"2013-2013",0,"Av General Ruminahui s / n,","Universidad de las Fuerzas Armadas ESPE",,,1490,"Sangolqui","Ecuador","28/2/2014",1654,"http://www.espe.edu.ec/",,"univ",,"https://api.elsevier.com/content/search/scopus?query=af-id%2860104598%29","Escuela Politécnica del Ejército",,"national"
55701020300,"Acosta-Buenaño F.","Acosta-Buenaño","Freddy","M",60104598,12,11,23,11,9,9,11,"2012-2019",2,"Av General Ruminahui s / n,","Universidad de las Fuerzas Armadas ESPE",,,1490,"Sangolqui","Ecuador","28/2/2014",1654,"http://www.espe.edu.ec/",,"univ",,"https://api.elsevier.com/content/search/scopus?query=af-id%2860104598%29","Escuela Politécnica del Ejército",,"national"
57190496760,"Acosta-Sánchez R.","Acosta-Sánchez","Rolando","M",60042762,4,4,5,1,1,1,1,"2016-2016",1,"Cujae,","Universidad Tecnológica de la Habana José Antonio Echeverría",,,616,"Cuba","Cuba","3/2/2008",675,"http://www.cujae.edu.cu/","cujae.edu.cu","resi",,"https://api.elsevier.com/content/search/scopus?query=af-id%2860042762%29","Instituto Superior Politécnico José Antonio Echeverría",,"externalN"
57192678428,"Acosta-Vargas P.","Acosta-Vargas","Patricia","F",60104441,72,42,36,34,12,12,33,"2016-2020",5,"Av. de los Granados E12-41 y Colimes esq.","Universidad de las Americas - Ecuador",121505762,"SI2 Lab",0,"Quito","Ecuador","2/11/2018",0,"https://www.udla.edu.ec/","udla.edu.ec",,170125,"https://api.elsevier.com/content/search/scopus?query=af-id%28121505762%29","SI2 Lab","Pichincha","national"
57194051833,"Acuña D.","Acuña","David","M",105140511,33,30,40,2,1,1,1,"2013-2017",2,"Puerto Ayora, Galapagos","Charles Darwin Foundation",,,20,"Quito","Ecuador","3/2/2008",82,,,,,"https://api.elsevier.com/content/search/scopus?query=af-id%28105140511%29","Charles Darwin Foundation",,"national"
56029709200,"Acuña F.","Acuña","Fausto","M",60104598,36,36,25,9,5,5,5,"2006-2017",3,"Av General Ruminahui s / n,","Universidad de las Fuerzas Armadas ESPE",114477177,"Departamento de Energía y Mecánica",0,"Sangolqui","Ecuador","5/7/2014",0,"http://www.espe.edu.ec/",,,,"https://api.elsevier.com/content/search/scopus?query=af-id%28114477177%29","Departamento de Energía y Mecánica",,"national"
6602208682,"Acuña S.","Acuña","Silvia Teresita","F",60026796,577,452,51,58,1,47,53,"1997-2020",10,"Carretera de Colmenar","Universidad Autónoma de Madrid",,,15222,"Madrid","Spain","3/2/2008",59308,"http://www.uam.es/","uam.es","univ",28049,"https://api.elsevier.com/content/search/scopus?query=af-id%2860026796%29","Autónoma de Madrid, Universidad","Madrid","externalN"
57194614885,"Acurio A.","Acurio","Andrés","M",60104598,10,10,23,10,9,9,9,"2017-2018",2,"Av General Ruminahui s / n,","Universidad de las Fuerzas Armadas ESPE",,,1490,"Sangolqui","Ecuador","28/2/2014",1654,"http://www.espe.edu.ec/",,"univ",,"https://api.elsevier.com/content/search/scopus?query=af-id%2860104598%29","Escuela Politécnica del Ejército",,"national"
57193674851,"Acurio E.","Acurio","Eliana","F",60072054,27,18,21,7,1,1,2,"2017-2019",3,"Campus Politecnico Ruben Orellana / Ladron de Guevara E11-253, ","Escuela Politécnica Nacional",104801424,"Department of Physics",0,"Quito","Ecuador","2/2/2008",0,"https://www.epn.edu.ec/","epn.edu.ec",,170517,"https://api.elsevier.com/content/search/scopus?query=af-id%28104801424%29","Department of Physics","Ecuador","nationalN"
57194064803,"Acurio S.","Acurio","S. Andrés","M",60104598,7,7,6,1,1,1,1,"2017-2017",1,"Av General Ruminahui s / n,","Universidad de las Fuerzas Armadas ESPE",114210552,"Departamento de Eléctrica y Electrónica",0,"Sangolqui","Ecuador","28/2/2014",0,"http://www.espe.edu.ec/",,,,"https://api.elsevier.com/content/search/scopus?query=af-id%28114210552%29","Departamento de Eléctrica y Electrónica",,"national"
55444434900,"Adams M.","Adams","Marc A.","M",60015864,2921,2434,239,95,1,8,8,"2001-2020",28,"411 N. Central Ave.","Arizona State University Downtown Phoenix Campus",113497304,"College of Health Solutions",0,"Phoenix","United States","5/4/2013",0,"https://campus.asu.edu/downtown-phoenix","campus.asu.edu",,"85004-2115","https://api.elsevier.com/content/search/scopus?query=af-id%28113497304%29",,"AZ","externalN"
15119241600,"Adasme P.","Adasme","Pablo","M",60023383,94,59,29,45,1,33,39,"2007-2019",5,,"Universidad de Santiago de Chile",104186298,"Department of Electrical Engineering",0,"Santiago","Chile","2/2/2008",0,"http://www.usach.cl/","usach.cl",,,"https://api.elsevier.com/content/search/scopus?query=af-id%28104186298%29",,,"externalN"
23018220900,"Addison A.","Addison","Aaron","M",60010261,92,80,51,14,1,1,1,"2007-2019",5,"One Brookings Drive","Washington University in St. Louis",,,13258,"St. Louis","United States","2/2/2008",95360,"https://wustl.edu/","wustl.edu","univ","63130-4899","https://api.elsevier.com/content/search/scopus?query=af-id%2860010261%29","Washington University in St. Louis","MO","externalN"
26326778800,"Aelterman J.","Aelterman","Jan",,60033316,320,265,48,52,2,39,40,"2008-2019",8,"Campus Ufo, Rectorate, Sint-Pietersnieuwstraat 25","Universiteit Gent",,,21229,"Ghent","Belgium","2/2/2008",128462,"https://www.ugent.be/en","ugent.be","univ",9000,"https://api.elsevier.com/content/search/scopus?query=af-id%2860033316%29","Ghent University","VOV","externalN"
56157702600,"Afrin S.","Afrin","Sadia",,60001117,1027,671,94,54,1,7,7,"2015-2020",17,"733 North Broadway, Suite G49","Johns Hopkins School of Medicine",112202373,"Department of Obstetrics and Gynecology",0,"Baltimore","United States","9/10/2011",0,"https://www.hopkinsmedicine.org/som/","hopkinsmedicine.org",,"21205-2196","https://api.elsevier.com/content/search/scopus?query=af-id%28112202373%29",,"MD","externalN"
8905693300,"Agila W.","Agila","Wilton","M",122033994,50,50,19,7,1,1,1,"2005-2018",3,"Km 30.5 via Perimetral","Desarrollo e Innovación de Sistemas Computacionales (CIDIS), Facultad de Ingeniería en Electricidad y Computación (FIEC), Escuela Superior Politécnica Del Litoral (ESPOL) Intelligent Automation (IA)",122035627,"Centro de Investigación",0,,"Ecuador","31/1/2019",0,,,,,"https://api.elsevier.com/content/search/scopus?query=af-id%28122035627%29","Centro de Investigación",,"national"
36184967500,"Agila-Palacios M.","Agila-Palacios","Martha Vanessa","F",60072064,9,9,10,8,5,5,7,"2010-2019",2,"San Cayetano Alto","Universidad Tecnica Particular de Loja",116731359,"Dirección de Tecnologías para la Educación",0,"Loja","Ecuador","8/6/2016",0,"http://www.utpl.edu.ec/","utpl.edu.ec",,,"https://api.elsevier.com/content/search/scopus?query=af-id%28116731359%29","Dirección de Tecnologías para la Educación",,"national"
56056167200,"Aguaded I.","Aguaded","Ignacio","M",60014204,391,346,73,85,2,11,13,"2008-2020",13,"Dr. Cantero Cuadrado 6","Universidad de Huelva",,,1772,"Huelva","Spain","2/2/2008",7789,"http://www.uhu.es/","uhu.es","univ",21071,"https://api.elsevier.com/content/search/scopus?query=af-id%2860014204%29","Huelva, Universidad de","Huelva","externalN"
57192009053,"Aguado-Delgado J.","Aguado-Delgado","Juan","M",60027800,18,18,14,7,2,5,5,"2016-2018",2,"Pza. San Diego, s/n","Universidad de Alcala",113130232,"Department of Computer Science",0,"Alcala de Henares","Spain","18/10/2012",0,"https://www.uah.es/en/","uah.es",,28801,"https://api.elsevier.com/content/search/scopus?query=af-id%28113130232%29","Department of Computer Science","Madrid","external"
57207916381,"Aguas X.","Aguas","Xavier","M",60072054,1,1,6,3,2,2,3,"2018-2019",1,"Campus Politecnico Ruben Orellana / Ladron de Guevara E11-253, ","Escuela Politécnica Nacional",,,1031,"Quito","Ecuador","2/2/2008",1861,"https://www.epn.edu.ec/","epn.edu.ec","univ",170517,"https://api.elsevier.com/content/search/scopus?query=af-id%2860072054%29","Escuela Politecnica Nacional, Ecuador","Ecuador","national"
36623256400,"Aguiar H.","Aguiar","Hugo","M",60020985,6,6,15,4,4,4,4,"2016-2016",2,"Patio das Escolas","Universidade de Coimbra",104062392,"Department of Informatics Engineering",0,"Coimbra","Portugal","2/2/2008",0,"http://www.uc.pt","uc.pt",,"3004-531","https://api.elsevier.com/content/search/scopus?query=af-id%28104062392%29",,,"externalN"
57192640335,"Aguiar S.","Aguiar","Santiago","M",60072059,4,4,7,2,2,2,2,"2016-2017",1,"Diego de Robles y Via Interoceanica","Universidad San Francisco de Quito",105296678,"Colegio de Ciencias e Ingeniería",0,"Quito","Ecuador","2/2/2008",0,"http://www.usfq.edu.ec/","usfq.edu.ec",,,"https://api.elsevier.com/content/search/scopus?query=af-id%28105296678%29","Colegio de Ciencias e Ingeniería",,"national"
57202707317,"Águila A.","Águila","Alexander","M",60105797,63,45,19,14,8,,,"2015-2019",5,"Av. Isabel La Católica N. 23-52 y Madrid","Universidad Politécnica Salesiana, Quito",121495584,"Ingeniería Eléctrica",0,"Quito","Ecuador","31/10/2018",0,"http://www.ups.edu.ec/",,,,"https://api.elsevier.com/content/search/scopus?query=af-id%28121495584%29","Ingeniería Eléctrica",,"national"
57204874221,"Aguilar Alonso I.","Aguilar Alonso","Igor","M",60071231,49,33,10,16,2,11,13,"2008-2019",4,"Calle Germán Amézaga N° 375 - Edificio Jorge Basadre, Ciudad Universitaria","Universidad Nacional Mayor de San Marcos",,,2937,"Lima","Peru","3/2/2008",4595,"http://www.unmsm.edu.pe/","unmsm.edu.pe","univ",15081,"https://api.elsevier.com/content/search/scopus?query=af-id%2860071231%29","Nacional Mayor de San Marcos, Universidad","Lima","externalN"
57193060835,"Aguilar C.","Aguilar","Carlos","M",60104598,0,0,5,2,2,2,2,"2016-2016",0,"Av General Ruminahui s / n,","Universidad de las Fuerzas Armadas ESPE",114210552,"Departamento de Eléctrica y Electrónica",0,"Sangolqui","Ecuador","28/2/2014",0,"http://www.espe.edu.ec/",,,,"https://api.elsevier.com/content/search/scopus?query=af-id%28114210552%29","Departamento de Eléctrica y Electrónica",,"national"
57200208522,"Aguilar C.","Aguilar","Carlos","M",60107773,3,3,5,1,1,1,1,"2018-2018",1,"Av. Panamericana Km. 5 1/2 Route to Pasaje","Universidad Técnica de Machala",117984006,"Unidad Académica de Ingeniería Civil",0,"Machala","Ecuador","23/1/2017",0,"https://www.utmachala.edu.ec/portalwp/",,,,"https://api.elsevier.com/content/search/scopus?query=af-id%28117984006%29","Unidad Académica de Ingeniería Civil",,"national"
55434810600,"Aguilar Castro J.","Aguilar Castro","José Lisandro","M",60061982,965,631,196,252,52,183,210,"1996-2019",15,"Carrera 49 - 7 Sur 50","Universidad EAFIT",120333616,"Department of Computer Science and Systems",0,"Medellin","Colombia","13/3/2018",0,"http://www.eafit.edu.co/","eafit.edu.co",,,"https://api.elsevier.com/content/search/scopus?query=af-id%28120333616%29","Department of Computer Science and Systems","Antioquia","external"
