"id_paper","YEAR","citedby_count","doctype","source_id","author_id","gender","orden","affil_id","affiliation_name","country_affil","affil_author_count","affil_document_count","org_type"
"2-s2.0-85061499637",2018,0,"Conference Paper","s21100898283","9-s2.0-57202938204","M",1,"9-u2.0-60104441","Universidad de las Americas - Ecuador","Ecuador",387,662,"univ"
"2-s2.0-85061499637",2018,0,"Conference Paper","s21100898283","9-s2.0-57205766044","M",2,"9-u2.0-60104441","Universidad de las Americas - Ecuador","Ecuador",387,662,"univ"
"2-s2.0-85061497756",2018,0,"Conference Paper","s21100898283","9-s2.0-57034098500","M",1,"9-u2.0-60105693","Universidad Politécnica Salesiana, Cuenca","Ecuador",727,829,"univ"
"2-s2.0-85061497756",2018,0,"Conference Paper","s21100898283","9-s2.0-57205765466","M",2,"9-u2.0-60105693","Universidad Politécnica Salesiana, Cuenca","Ecuador",727,829,"univ"
"2-s2.0-85061508364",2018,0,"Conference Paper","s21100898283","9-s2.0-57205764260","M",1,"9-u2.0-60105693","Universidad Politécnica Salesiana, Cuenca","Ecuador",727,829,"univ"
"2-s2.0-85061508364",2018,0,"Conference Paper","s21100898283","9-s2.0-57205764386","M",2,"9-u2.0-60105693","Universidad Politécnica Salesiana, Cuenca","Ecuador",727,829,"univ"
"2-s2.0-85061499225",2018,1,"Conference Paper","s21100898283","9-s2.0-57193604273","M",1,"9-u2.0-120005373","Autonomous University of Mexico City","Mexico",13,15,NULL
"2-s2.0-85061499225",2018,1,"Conference Paper","s21100898283","9-s2.0-57205762177","M",2,"9-u2.0-120005373","Autonomous University of Mexico City","Mexico",13,15,NULL
"2-s2.0-85061490750",2018,0,"Conference Paper","s21100898283","9-s2.0-57203153771","M",1,"9-u2.0-60108603","Escuela Superior Politécnica de Chimborazo","Ecuador",459,371,"univ"
"2-s2.0-85061490750",2018,0,"Conference Paper","s21100898283","9-s2.0-57189035122","M",2,"9-u2.0-122161287","Instituto Superior Pedagógico Jaime Roldós Aguilera","Ecuador",0,1,NULL
"2-s2.0-85060971479",2018,0,"Conference Paper","s21100897082","9-s2.0-57205658041","M",1,"9-u2.0-60105693","Universidad Politécnica Salesiana, Cuenca","Ecuador",727,829,"univ"
"2-s2.0-85060971479",2018,0,"Conference Paper","s21100897082","9-s2.0-57205661593","M",2,"9-u2.0-60105693","Universidad Politécnica Salesiana, Cuenca","Ecuador",727,829,"univ"
"2-s2.0-85060994960",2018,0,"Conference Paper","s21100897082","9-s2.0-57196247449","M",1,"9-u2.0-60072054","Escuela Politécnica Nacional","Ecuador",1031,1861,"univ"
"2-s2.0-85060994960",2018,0,"Conference Paper","s21100897082","9-s2.0-57205663878","M",2,"9-u2.0-60072054","Escuela Politécnica Nacional","Ecuador",1031,1861,"univ"
"2-s2.0-85061052268",2018,0,"Conference Paper","s21100897121","9-s2.0-35218059800","M",1,"9-u2.0-60025225","University of Southampton","United Kingdom",17302,117917,"univ"
"2-s2.0-85061052268",2018,0,"Conference Paper","s21100897121","9-s2.0-35218059800","M",1,"9-u2.0-60072061","Escuela Superior Politecnica del Litoral Ecuador","Ecuador",1054,1618,"resi"
"2-s2.0-85061052268",2018,0,"Conference Paper","s21100897121","9-s2.0-12142708100","M",2,"9-u2.0-60025225","University of Southampton","United Kingdom",17302,117917,"univ"
"2-s2.0-85059156894",2018,0,"Article","s21100829268","9-s2.0-57205215898","M",1,"9-u2.0-60003138","Universidad de Cordoba","Spain",5461,21528,"univ"
"2-s2.0-85059156894",2018,0,"Article","s21100829268","9-s2.0-57205215898","M",1,"9-u2.0-121884549","Escuela Superior Politécnica Agropecuaria de Manabí Manuel Félix López","Ecuador",11,7,NULL
"2-s2.0-85059156894",2018,0,"Article","s21100829268","9-s2.0-56152504100","M",2,"9-u2.0-121884549","Escuela Superior Politécnica Agropecuaria de Manabí Manuel Félix López","Ecuador",11,7,NULL
"2-s2.0-85060999723",2018,2,"Conference Paper","s21100897082","9-s2.0-57205657606","M",1,"9-u2.0-60110332","Facultad de Informática, Universidad Nacional de La Plata","Argentina",97,224,"coll"
"2-s2.0-85060999723",2018,2,"Conference Paper","s21100897082","9-s2.0-57193381047","M",2,"9-u2.0-60104598","Universidad de las Fuerzas Armadas ESPE","Ecuador",1490,1654,"univ"
"2-s2.0-85061041687",2018,0,"Conference Paper","s21100897131","9-s2.0-57194871610","M",1,"9-u2.0-60106645","Universidad Técnica de Ambato","Ecuador",655,587,"univ"
"2-s2.0-85061041687",2018,0,"Conference Paper","s21100897131","9-s2.0-57203052192","M",2,"9-u2.0-60106645","Universidad Técnica de Ambato","Ecuador",655,587,"univ"
"2-s2.0-85061025459",2018,0,"Conference Paper","s21100897131","9-s2.0-57205676596","M",1,"9-u2.0-60108706","Universidad del Azuay","Ecuador",216,240,"univ"
"2-s2.0-85061025459",2018,0,"Conference Paper","s21100897131","9-s2.0-57205674036","M",2,"9-u2.0-60108706","Universidad del Azuay","Ecuador",216,240,"univ"
"2-s2.0-85061048181",2018,0,"Conference Paper","s21100897131","9-s2.0-57203052192","M",1,"9-u2.0-60106645","Universidad Técnica de Ambato","Ecuador",655,587,"univ"
"2-s2.0-85061048181",2018,0,"Conference Paper","s21100897131","9-s2.0-57194871610","M",2,"9-u2.0-60106645","Universidad Técnica de Ambato","Ecuador",655,587,"univ"
"2-s2.0-85061068083",2018,0,"Conference Paper","s21100897131","9-s2.0-57194782264","M",1,"9-u2.0-60105693","Universidad Politécnica Salesiana, Cuenca","Ecuador",727,829,"univ"
"2-s2.0-85061068083",2018,0,"Conference Paper","s21100897131","9-s2.0-57195571715","F",2,"9-u2.0-60105693","Universidad Politécnica Salesiana, Cuenca","Ecuador",727,829,"univ"
"2-s2.0-85062941779",2018,0,"Conference Paper","s11600154611","9-s2.0-57207817363","M",1,"9-u2.0-60072061","Escuela Superior Politecnica del Litoral Ecuador","Ecuador",1054,1618,"resi"
"2-s2.0-85062941779",2018,0,"Conference Paper","s11600154611","9-s2.0-57207833296","M",2,"9-u2.0-60072061","Escuela Superior Politecnica del Litoral Ecuador","Ecuador",1054,1618,"resi"
"2-s2.0-85061028124",2018,1,"Conference Paper","s21100897131","9-s2.0-57194874818","M",1,"9-u2.0-60106645","Universidad Técnica de Ambato","Ecuador",655,587,"univ"
"2-s2.0-85061028124",2018,1,"Conference Paper","s21100897131","9-s2.0-57194871610","M",2,"9-u2.0-60106645","Universidad Técnica de Ambato","Ecuador",655,587,"univ"
"2-s2.0-85061052742",2018,0,"Conference Paper","s21100897131","9-s2.0-57023907200","M",1,"9-u2.0-60105693","Universidad Politécnica Salesiana, Cuenca","Ecuador",727,829,"univ"
"2-s2.0-85061052742",2018,0,"Conference Paper","s21100897131","9-s2.0-57191891952","M",2,"9-u2.0-60026134","Universidade de Vigo","Spain",5303,26158,"univ"
"2-s2.0-85061042368",2018,0,"Conference Paper","s21100897131","9-s2.0-57205669183","NA",1,"9-u2.0-60105693","Universidad Politécnica Salesiana, Cuenca","Ecuador",727,829,"univ"
"2-s2.0-85061042368",2018,0,"Conference Paper","s21100897131","9-s2.0-57205668554","NA",2,"9-u2.0-60105693","Universidad Politécnica Salesiana, Cuenca","Ecuador",727,829,"univ"
"2-s2.0-85061034072",2018,0,"Conference Paper","s21100897131","9-s2.0-57190278067","M",1,"9-u2.0-60105693","Universidad Politécnica Salesiana, Cuenca","Ecuador",727,829,"univ"
"2-s2.0-85061034072",2018,0,"Conference Paper","s21100897131","9-s2.0-57190278067","M",1,"9-u2.0-60026134","Universidade de Vigo","Spain",5303,26158,"univ"
"2-s2.0-85061034072",2018,0,"Conference Paper","s21100897131","9-s2.0-55014465700","M",2,"9-u2.0-60105693","Universidad Politécnica Salesiana, Cuenca","Ecuador",727,829,"univ"
"2-s2.0-85061034072",2018,0,"Conference Paper","s21100897131","9-s2.0-55014465700","M",2,"9-u2.0-60026134","Universidade de Vigo","Spain",5303,26158,"univ"
"2-s2.0-85060694196",2018,0,"Conference Paper","s21100896630","9-s2.0-57204942269","M",1,"9-u2.0-60105693","Universidad Politécnica Salesiana, Cuenca","Ecuador",727,829,"univ"
"2-s2.0-85060694196",2018,0,"Conference Paper","s21100896630","9-s2.0-57195571715","F",2,"9-u2.0-60105693","Universidad Politécnica Salesiana, Cuenca","Ecuador",727,829,"univ"
"2-s2.0-85060730016",2018,0,"Conference Paper","s21100896630","9-s2.0-55014465500","F",1,"9-u2.0-60105693","Universidad Politécnica Salesiana, Cuenca","Ecuador",727,829,"univ"
"2-s2.0-85060730016",2018,0,"Conference Paper","s21100896630","9-s2.0-55014465700","M",2,"9-u2.0-60105693","Universidad Politécnica Salesiana, Cuenca","Ecuador",727,829,"univ"
"2-s2.0-85060725427",2018,0,"Conference Paper","s21100896630","9-s2.0-57205595265","M",1,"9-u2.0-60105693","Universidad Politécnica Salesiana, Cuenca","Ecuador",727,829,"univ"
"2-s2.0-85060725427",2018,0,"Conference Paper","s21100896630","9-s2.0-57195571715","F",2,"9-u2.0-60105693","Universidad Politécnica Salesiana, Cuenca","Ecuador",727,829,"univ"
"2-s2.0-85060682692",2018,0,"Conference Paper","s21100896630","9-s2.0-57205599788","M",1,"9-u2.0-60105693","Universidad Politécnica Salesiana, Cuenca","Ecuador",727,829,"univ"
"2-s2.0-85060682692",2018,0,"Conference Paper","s21100896630","9-s2.0-57205599544","M",2,"9-u2.0-60105693","Universidad Politécnica Salesiana, Cuenca","Ecuador",727,829,"univ"
"2-s2.0-85060730831",2018,1,"Conference Paper","s21100896631","9-s2.0-57193681984","F",1,"9-u2.0-60072054","Escuela Politécnica Nacional","Ecuador",1031,1861,"univ"
"2-s2.0-85060730831",2018,1,"Conference Paper","s21100896631","9-s2.0-57193681984","F",1,"9-u2.0-60011476","Universitat Politècnica de València","Spain",9512,42807,"univ"
"2-s2.0-85060730831",2018,1,"Conference Paper","s21100896631","9-s2.0-57205599210","NA",2,"9-u2.0-60011476","Universitat Politècnica de València","Spain",9512,42807,"univ"
"2-s2.0-85060689137",2018,0,"Conference Paper","s21100896623","9-s2.0-55014465700","M",1,"9-u2.0-60105693","Universidad Politécnica Salesiana, Cuenca","Ecuador",727,829,"univ"
"2-s2.0-85060689137",2018,0,"Conference Paper","s21100896623","9-s2.0-57205597541","NA",2,"9-u2.0-60105693","Universidad Politécnica Salesiana, Cuenca","Ecuador",727,829,"univ"
"2-s2.0-85060734060",2018,1,"Conference Paper","s21100896623","9-s2.0-57212786053","M",1,"9-u2.0-60072035","University of Cuenca","Ecuador",777,1262,"univ"
"2-s2.0-85060734060",2018,1,"Conference Paper","s21100896623","9-s2.0-57205597409","M",2,"9-u2.0-60108706","Universidad del Azuay","Ecuador",216,240,"univ"
"2-s2.0-85060698918",2018,1,"Conference Paper","s21100896623","9-s2.0-57205596330","F",1,"9-u2.0-60072054","Escuela Politécnica Nacional","Ecuador",1031,1861,"univ"
"2-s2.0-85060698918",2018,1,"Conference Paper","s21100896623","9-s2.0-57205597486","M",2,"9-u2.0-60072054","Escuela Politécnica Nacional","Ecuador",1031,1861,"univ"
"2-s2.0-85060701122",2018,1,"Conference Paper","s21100896623","9-s2.0-57205595467","M",1,"9-u2.0-60105693","Universidad Politécnica Salesiana, Cuenca","Ecuador",727,829,"univ"
"2-s2.0-85060701122",2018,1,"Conference Paper","s21100896623","9-s2.0-56495468700","M",2,"9-u2.0-60105693","Universidad Politécnica Salesiana, Cuenca","Ecuador",727,829,"univ"
"2-s2.0-85060682168",2018,0,"Conference Paper","s21100896623","9-s2.0-57205599431","F",1,"9-u2.0-60072054","Escuela Politécnica Nacional","Ecuador",1031,1861,"univ"
"2-s2.0-85060682168",2018,0,"Conference Paper","s21100896623","9-s2.0-57205601512","F",2,"9-u2.0-60072054","Escuela Politécnica Nacional","Ecuador",1031,1861,"univ"
"2-s2.0-85060723258",2018,0,"Conference Paper","s21100896623","9-s2.0-37031118800","M",1,"9-u2.0-60072054","Escuela Politécnica Nacional","Ecuador",1031,1861,"univ"
"2-s2.0-85060723258",2018,0,"Conference Paper","s21100896623","9-s2.0-37031406300","M",2,"9-u2.0-60104598","Universidad de las Fuerzas Armadas ESPE","Ecuador",1490,1654,"univ"
"2-s2.0-85060729944",2018,0,"Conference Paper","s21100896623","9-s2.0-57192274114","M",1,"9-u2.0-60107287","Universidad Técnica del Norte","Ecuador",401,272,"univ"
"2-s2.0-85060729944",2018,0,"Conference Paper","s21100896623","9-s2.0-57192274114","M",1,"9-u2.0-119056721","Instituto Tecnológico Superior 17 de Julio","Ecuador",8,17,NULL
"2-s2.0-85060729944",2018,0,"Conference Paper","s21100896623","9-s2.0-57204516616","M",2,"9-u2.0-60107287","Universidad Técnica del Norte","Ecuador",401,272,"univ"
"2-s2.0-85060722797",2018,0,"Conference Paper","s21100896623","9-s2.0-57205878061","M",1,"9-u2.0-60072061","Escuela Superior Politecnica del Litoral Ecuador","Ecuador",1054,1618,"resi"
"2-s2.0-85060722797",2018,0,"Conference Paper","s21100896623","9-s2.0-57208068546","M",2,"9-u2.0-60000009","Villanova University","United States",3044,14119,"univ"
"2-s2.0-85060700687",2018,0,"Conference Paper","s21100896623","9-s2.0-57200417716","M",1,"9-u2.0-60106645","Universidad Técnica de Ambato","Ecuador",655,587,"univ"
"2-s2.0-85060700687",2018,0,"Conference Paper","s21100896623","9-s2.0-57210067622","M",2,"9-u2.0-60106645","Universidad Técnica de Ambato","Ecuador",655,587,"univ"
"2-s2.0-85060672990",2018,0,"Conference Paper","s21100896623","9-s2.0-23390772000","M",1,"9-u2.0-60105693","Universidad Politécnica Salesiana, Cuenca","Ecuador",727,829,"univ"
"2-s2.0-85060672990",2018,0,"Conference Paper","s21100896623","9-s2.0-56750306900","M",2,"9-u2.0-60026438","Universidad Simón Bolívar","Venezuela",3245,9895,"univ"
"2-s2.0-85060682628",2018,1,"Conference Paper","s21100896623","9-s2.0-57195942943","F",1,"9-u2.0-119005604","Fraunhofer Italia Research S.c.a.r.l.","Italy",1,10,NULL
"2-s2.0-85060682628",2018,1,"Conference Paper","s21100896623","9-s2.0-57210789891","M",2,"9-u2.0-60118232","Faculteit Bouwkunde van de TU Delft","Netherlands",211,974,"univ"
"2-s2.0-85060682628",2018,1,"Conference Paper","s21100896623","9-s2.0-57210789891","M",2,"9-u2.0-60108359","Universidad Internacional SEK Ecuador","Ecuador",65,102,"univ"
"2-s2.0-85060728706",2018,0,"Conference Paper","s21100896623","9-s2.0-57201686528","M",1,"9-u2.0-60104441","Universidad de las Americas - Ecuador","Ecuador",387,662,"univ"
"2-s2.0-85060728706",2018,0,"Conference Paper","s21100896623","9-s2.0-57195618681","M",2,"9-u2.0-60072054","Escuela Politécnica Nacional","Ecuador",1031,1861,"univ"
"2-s2.0-85060736462",2018,0,"Conference Paper","s21100896623","9-s2.0-57205595619","M",1,"9-u2.0-60026438","Universidad Simón Bolívar","Venezuela",3245,9895,"univ"
"2-s2.0-85060736462",2018,0,"Conference Paper","s21100896623","9-s2.0-55803843500","M",2,"9-u2.0-60072061","Escuela Superior Politecnica del Litoral Ecuador","Ecuador",1054,1618,"resi"
"2-s2.0-85060690208",2018,1,"Conference Paper","s21100896623","9-s2.0-57192274114","M",1,"9-u2.0-60107287","Universidad Técnica del Norte","Ecuador",401,272,"univ"
"2-s2.0-85060690208",2018,1,"Conference Paper","s21100896623","9-s2.0-57192274114","M",1,"9-u2.0-60025028","Universidad de Salamanca","Spain",6804,27295,"univ"
"2-s2.0-85060690208",2018,1,"Conference Paper","s21100896623","9-s2.0-57205597248","F",2,"9-u2.0-60107287","Universidad Técnica del Norte","Ecuador",401,272,"univ"
"2-s2.0-85060719761",2018,0,"Conference Paper","s21100896623","9-s2.0-57189097550","M",1,"9-u2.0-60107287","Universidad Técnica del Norte","Ecuador",401,272,"univ"
"2-s2.0-85060719761",2018,0,"Conference Paper","s21100896623","9-s2.0-56888429100","M",2,"9-u2.0-60107287","Universidad Técnica del Norte","Ecuador",401,272,"univ"
"2-s2.0-85060679321",2018,3,"Conference Paper","s21100896623","9-s2.0-57210789891","M",1,"9-u2.0-60118232","Faculteit Bouwkunde van de TU Delft","Netherlands",211,974,"univ"
"2-s2.0-85060679321",2018,3,"Conference Paper","s21100896623","9-s2.0-57210789891","M",1,"9-u2.0-60108359","Universidad Internacional SEK Ecuador","Ecuador",65,102,"univ"
"2-s2.0-85060679321",2018,3,"Conference Paper","s21100896623","9-s2.0-23989996700","F",2,"9-u2.0-60118232","Faculteit Bouwkunde van de TU Delft","Netherlands",211,974,"univ"
"2-s2.0-85060679321",2018,3,"Conference Paper","s21100896623","9-s2.0-23989996700","F",2,"9-u2.0-60003931","University for Applied Sciences - Anhalt","Germany",356,744,"univ"
"2-s2.0-85060723628",2018,0,"Conference Paper","s21100896623","9-s2.0-57200969665","M",1,"9-u2.0-60105693","Universidad Politécnica Salesiana, Cuenca","Ecuador",727,829,"univ"
"2-s2.0-85060723628",2018,0,"Conference Paper","s21100896623","9-s2.0-57204839908","M",2,"9-u2.0-60105693","Universidad Politécnica Salesiana, Cuenca","Ecuador",727,829,"univ"
"2-s2.0-85060698289",2018,0,"Conference Paper","s21100896623","9-s2.0-57189038949","M",1,"9-u2.0-60105693","Universidad Politécnica Salesiana, Cuenca","Ecuador",727,829,"univ"
"2-s2.0-85060698289",2018,0,"Conference Paper","s21100896623","9-s2.0-57190216801","M",2,"9-u2.0-60105693","Universidad Politécnica Salesiana, Cuenca","Ecuador",727,829,"univ"
"2-s2.0-85060697323",2018,0,"Conference Paper","s21100896623","9-s2.0-57202424728","F",1,"9-u2.0-60105693","Universidad Politécnica Salesiana, Cuenca","Ecuador",727,829,"univ"
"2-s2.0-85060697323",2018,0,"Conference Paper","s21100896623","9-s2.0-57195332313","F",2,"9-u2.0-60105693","Universidad Politécnica Salesiana, Cuenca","Ecuador",727,829,"univ"
"2-s2.0-85060676596",2018,0,"Conference Paper","s21100896623","9-s2.0-57205595756","M",1,"9-u2.0-60105693","Universidad Politécnica Salesiana, Cuenca","Ecuador",727,829,"univ"
"2-s2.0-85060676596",2018,0,"Conference Paper","s21100896623","9-s2.0-57205595341","M",2,"9-u2.0-60105693","Universidad Politécnica Salesiana, Cuenca","Ecuador",727,829,"univ"
"2-s2.0-85060672561",2018,0,"Conference Paper","s21100896623","9-s2.0-57201114033","M",1,"9-u2.0-60105693","Universidad Politécnica Salesiana, Cuenca","Ecuador",727,829,"univ"
"2-s2.0-85060672561",2018,0,"Conference Paper","s21100896623","9-s2.0-57205596582","NA",2,"9-u2.0-60105693","Universidad Politécnica Salesiana, Cuenca","Ecuador",727,829,"univ"
"2-s2.0-85060739100",2018,0,"Conference Paper","s21100896623","9-s2.0-57204776513","F",1,"9-u2.0-60072038","Universidad Central del Ecuador","Ecuador",696,949,"univ"
"2-s2.0-85060739100",2018,0,"Conference Paper","s21100896623","9-s2.0-57204778023","M",2,"9-u2.0-60072038","Universidad Central del Ecuador","Ecuador",696,949,"univ"
"2-s2.0-85060737698",2018,0,"Conference Paper","s21100896623","9-s2.0-57205596598","M",1,"9-u2.0-60072035","University of Cuenca","Ecuador",777,1262,"univ"
"2-s2.0-85060737698",2018,0,"Conference Paper","s21100896623","9-s2.0-57205597529","M",2,"9-u2.0-60072035","University of Cuenca","Ecuador",777,1262,"univ"
"2-s2.0-85060683966",2018,0,"Conference Paper","s21100896623","9-s2.0-57204455731","M",1,"9-u2.0-60072035","University of Cuenca","Ecuador",777,1262,"univ"
"2-s2.0-85060683966",2018,0,"Conference Paper","s21100896623","9-s2.0-55761108900","F",2,"9-u2.0-60072035","University of Cuenca","Ecuador",777,1262,"univ"
"2-s2.0-85060720043",2018,1,"Conference Paper","s21100896623","9-s2.0-57201123411","M",1,"9-u2.0-60072064","Universidad Tecnica Particular de Loja","Ecuador",983,1450,"univ"
"2-s2.0-85060720043",2018,1,"Conference Paper","s21100896623","9-s2.0-57007668500","M",2,"9-u2.0-60072064","Universidad Tecnica Particular de Loja","Ecuador",983,1450,"univ"
"2-s2.0-85060715292",2018,1,"Conference Paper","s21100896623","9-s2.0-57205596242","M",1,"9-u2.0-60072064","Universidad Tecnica Particular de Loja","Ecuador",983,1450,"univ"
"2-s2.0-85060715292",2018,1,"Conference Paper","s21100896623","9-s2.0-56703648400","M",2,"9-u2.0-60072064","Universidad Tecnica Particular de Loja","Ecuador",983,1450,"univ"
"2-s2.0-85060722420",2018,1,"Conference Paper","s21100896623","9-s2.0-57205596517","F",1,"9-u2.0-60104598","Universidad de las Fuerzas Armadas ESPE","Ecuador",1490,1654,"univ"
"2-s2.0-85060722420",2018,1,"Conference Paper","s21100896623","9-s2.0-57196248544","M",2,"9-u2.0-60104598","Universidad de las Fuerzas Armadas ESPE","Ecuador",1490,1654,"univ"
"2-s2.0-85060720485",2018,1,"Conference Paper","s21100896623","9-s2.0-57205599557","M",1,"9-u2.0-60104598","Universidad de las Fuerzas Armadas ESPE","Ecuador",1490,1654,"univ"
"2-s2.0-85060720485",2018,1,"Conference Paper","s21100896623","9-s2.0-57205601090","F",2,"9-u2.0-60104598","Universidad de las Fuerzas Armadas ESPE","Ecuador",1490,1654,"univ"
"2-s2.0-85060708471",2018,1,"Conference Paper","s21100896623","9-s2.0-57205604127","M",1,"9-u2.0-60104598","Universidad de las Fuerzas Armadas ESPE","Ecuador",1490,1654,"univ"
"2-s2.0-85060708471",2018,1,"Conference Paper","s21100896623","9-s2.0-57205595419","M",2,"9-u2.0-60104598","Universidad de las Fuerzas Armadas ESPE","Ecuador",1490,1654,"univ"
"2-s2.0-85060731635",2018,1,"Conference Paper","s21100896623","9-s2.0-57201684094","M",1,"9-u2.0-60072061","Escuela Superior Politecnica del Litoral Ecuador","Ecuador",1054,1618,"resi"
"2-s2.0-85060731635",2018,1,"Conference Paper","s21100896623","9-s2.0-8338734700","M",2,"9-u2.0-60072061","Escuela Superior Politecnica del Litoral Ecuador","Ecuador",1054,1618,"resi"
"2-s2.0-85060716888",2018,0,"Conference Paper","s21100896623","9-s2.0-57210720629","M",1,"9-u2.0-60072061","Escuela Superior Politecnica del Litoral Ecuador","Ecuador",1054,1618,"resi"
"2-s2.0-85060716888",2018,0,"Conference Paper","s21100896623","9-s2.0-57205596100","M",2,"9-u2.0-60072061","Escuela Superior Politecnica del Litoral Ecuador","Ecuador",1054,1618,"resi"
"2-s2.0-85060715851",2018,0,"Conference Paper","s21100896623","9-s2.0-57201689568","M",1,"9-u2.0-60072061","Escuela Superior Politecnica del Litoral Ecuador","Ecuador",1054,1618,"resi"
"2-s2.0-85060715851",2018,0,"Conference Paper","s21100896623","9-s2.0-6504761406","F",2,"9-u2.0-60072061","Escuela Superior Politecnica del Litoral Ecuador","Ecuador",1054,1618,"resi"
"2-s2.0-85060685735",2018,5,"Conference Paper","s21100896623","9-s2.0-57205598520","M",1,"9-u2.0-60072061","Escuela Superior Politecnica del Litoral Ecuador","Ecuador",1054,1618,"resi"
"2-s2.0-85060685735",2018,5,"Conference Paper","s21100896623","9-s2.0-36058820600","M",2,"9-u2.0-60072061","Escuela Superior Politecnica del Litoral Ecuador","Ecuador",1054,1618,"resi"
"2-s2.0-85060678464",2018,0,"Conference Paper","s21100896623","9-s2.0-57205596347","M",1,"9-u2.0-60072061","Escuela Superior Politecnica del Litoral Ecuador","Ecuador",1054,1618,"resi"
"2-s2.0-85060678464",2018,0,"Conference Paper","s21100896623","9-s2.0-55233927000","M",2,"9-u2.0-60072061","Escuela Superior Politecnica del Litoral Ecuador","Ecuador",1054,1618,"resi"
"2-s2.0-85060677188",2018,1,"Conference Paper","s21100896623","9-s2.0-57205595643","F",1,"9-u2.0-60072061","Escuela Superior Politecnica del Litoral Ecuador","Ecuador",1054,1618,"resi"
"2-s2.0-85060677188",2018,1,"Conference Paper","s21100896623","9-s2.0-57205709849","M",2,"9-u2.0-60072061","Escuela Superior Politecnica del Litoral Ecuador","Ecuador",1054,1618,"resi"
"2-s2.0-85060739273",2018,0,"Conference Paper","s21100896623","9-s2.0-57205604420","F",1,"9-u2.0-60072054","Escuela Politécnica Nacional","Ecuador",1031,1861,"univ"
"2-s2.0-85060739273",2018,0,"Conference Paper","s21100896623","9-s2.0-57205595066","F",2,"9-u2.0-60072054","Escuela Politécnica Nacional","Ecuador",1031,1861,"univ"
"2-s2.0-85060735389",2018,0,"Conference Paper","s21100896623","9-s2.0-57205595745","M",1,"9-u2.0-60072054","Escuela Politécnica Nacional","Ecuador",1031,1861,"univ"
"2-s2.0-85060735389",2018,0,"Conference Paper","s21100896623","9-s2.0-56424759300","F",2,"9-u2.0-60072054","Escuela Politécnica Nacional","Ecuador",1031,1861,"univ"
"2-s2.0-85060733050",2018,0,"Conference Paper","s21100896623","9-s2.0-57205598978","M",1,"9-u2.0-60072054","Escuela Politécnica Nacional","Ecuador",1031,1861,"univ"
"2-s2.0-85060733050",2018,0,"Conference Paper","s21100896623","9-s2.0-57205597372","M",2,"9-u2.0-60072054","Escuela Politécnica Nacional","Ecuador",1031,1861,"univ"
"2-s2.0-85060731836",2018,0,"Conference Paper","s21100896623","9-s2.0-57205603395","F",1,"9-u2.0-60072054","Escuela Politécnica Nacional","Ecuador",1031,1861,"univ"
"2-s2.0-85060731836",2018,0,"Conference Paper","s21100896623","9-s2.0-57205602806","F",2,"9-u2.0-60072054","Escuela Politécnica Nacional","Ecuador",1031,1861,"univ"
"2-s2.0-85060723130",2018,2,"Conference Paper","s21100896623","9-s2.0-57146567600","M",1,"9-u2.0-60072054","Escuela Politécnica Nacional","Ecuador",1031,1861,"univ"
"2-s2.0-85060723130",2018,2,"Conference Paper","s21100896623","9-s2.0-57201689272","M",2,"9-u2.0-60072054","Escuela Politécnica Nacional","Ecuador",1031,1861,"univ"
"2-s2.0-85060711170",2018,0,"Conference Paper","s21100896623","9-s2.0-57205601052","M",1,"9-u2.0-60072054","Escuela Politécnica Nacional","Ecuador",1031,1861,"univ"
"2-s2.0-85060711170",2018,0,"Conference Paper","s21100896623","9-s2.0-6701408815","M",2,"9-u2.0-60072054","Escuela Politécnica Nacional","Ecuador",1031,1861,"univ"
"2-s2.0-85060703035",2018,1,"Conference Paper","s21100896623","9-s2.0-57201689272","M",1,"9-u2.0-60072054","Escuela Politécnica Nacional","Ecuador",1031,1861,"univ"
"2-s2.0-85060703035",2018,1,"Conference Paper","s21100896623","9-s2.0-18038024600","M",2,"9-u2.0-60072054","Escuela Politécnica Nacional","Ecuador",1031,1861,"univ"
"2-s2.0-85060696125",2018,0,"Conference Paper","s21100896623","9-s2.0-57205602776","M",1,"9-u2.0-60072054","Escuela Politécnica Nacional","Ecuador",1031,1861,"univ"
"2-s2.0-85060696125",2018,0,"Conference Paper","s21100896623","9-s2.0-57205604892","F",2,"9-u2.0-60072054","Escuela Politécnica Nacional","Ecuador",1031,1861,"univ"
"2-s2.0-85060694606",2018,0,"Conference Paper","s21100896623","9-s2.0-57205599746","M",1,"9-u2.0-60072054","Escuela Politécnica Nacional","Ecuador",1031,1861,"univ"
"2-s2.0-85060694606",2018,0,"Conference Paper","s21100896623","9-s2.0-6701408815","M",2,"9-u2.0-60072054","Escuela Politécnica Nacional","Ecuador",1031,1861,"univ"
"2-s2.0-85060690007",2018,0,"Conference Paper","s21100896623","9-s2.0-57205530317","M",1,"9-u2.0-60072054","Escuela Politécnica Nacional","Ecuador",1031,1861,"univ"
"2-s2.0-85060690007",2018,0,"Conference Paper","s21100896623","9-s2.0-57189247525","M",2,"9-u2.0-60072054","Escuela Politécnica Nacional","Ecuador",1031,1861,"univ"
"2-s2.0-85060683045",2018,0,"Conference Paper","s21100896623","9-s2.0-57205602617","M",1,"9-u2.0-60072054","Escuela Politécnica Nacional","Ecuador",1031,1861,"univ"
