"author_id","indexed_name","surname","given_name","gender","citation_count","cited_by_count","coauthor_count","author_doc_all","authorEC_doc_CS_2018","authorEC_COA_doc_CS_2018","author_doc_CS_all_2018","author_doc_CS_all","ratiosCSEC","hindex","yearIn","yearFin","careerLength","active","affiliation_current","affiliation_name","country_affil","org_type","affil_author_count","affil_document_count","category"
"9-s2.0-10039323700","Apolinário J.","Apolinário","José Antonio","M",864,620,67,92,1,1,67,70,1,15,1996,2019,24,1,60021970,"Instituto Militar de Engenharia","Brazil","resi",1053,2624,"external"
"9-s2.0-10040644200","Nacenta M.","Nacenta","Miguel A.","M",1259,1029,106,64,1,4,58,62,2,20,2005,2019,15,1,60022132,"University of St Andrews","United Kingdom","univ",7214,46160,"external"
"9-s2.0-10138834300","Zennaro M.","Zennaro","Marco","M",902,820,142,78,0,1,51,56,0,17,2001,2019,19,1,60031745,"Abdus Salam International Centre for Theoretical Physics","Italy","resi",896,13549,"external"
"9-s2.0-10139949800","Turias Dominguez I.","Turias Dominguez","Ignacio","M",305,221,41,53,0,1,14,26,0,10,2002,2020,19,1,60016476,"Universidad de Cadiz","Spain","univ",3423,14601,"external"
"9-s2.0-10639679200","Roy S.","Roy","Sandip","M",2291,1422,135,212,0,3,54,59,0,23,2000,2020,21,1,60009831,"Washington State University","United States","univ",2798,10534,"external"
"9-s2.0-10839179200","Zamora A.","Zamora","Antonio","M",121,84,21,43,0,1,26,26,0,6,1999,2018,20,1,60010844,"Universitat d'Alacant","Spain","univ",4799,24953,"external"
"9-s2.0-10840143000","Bayas A.","Bayas","Antonio","M",1,1,1,3,1,1,1,1,100,1,1993,1996,4,0,60072054,"Escuela Politécnica Nacional","Ecuador","univ",1031,1861,"national"
"9-s2.0-11239132700","Higuerey A.","Higuerey","Angel","M",2,2,12,5,2,2,2,4,100,1,2005,2018,14,1,60072064,"Universidad Tecnica Particular de Loja","Ecuador","univ",983,1450,"national"
"9-s2.0-11441057800","Grisoni L.","Grisoni","Laurent","M",736,622,85,61,0,1,47,53,0,13,1999,2019,21,1,60104665,"University of Lille","France","univ",5150,14661,"external"
"9-s2.0-11939991000","MARTINEZ-RUIZ M.","MARTINEZ-RUIZ","Maria Pilar","F",594,549,51,77,0,1,10,10,0,11,2006,2019,14,1,60000823,"Universidad de Castilla-La Mancha","Spain","univ",5064,21920,"external"
"9-s2.0-11940559300","Deshpande S.","Deshpande","Sunil","M",132,101,52,23,0,1,3,3,0,7,2011,2019,9,1,60077572,"Harvard John A. Paulson School of Engineering and Applied Sciences","United States","univ",932,2998,"external"
"9-s2.0-12039533500","Oñate P.","Oñate","Pablo","M",10,10,4,7,0,1,2,2,0,2,2003,2019,17,1,60002644,"University of Valencia","Spain","univ",13612,62852,"external"
"9-s2.0-12040486400","Betancur M.","Betancur","Manuel J.","M",91,81,41,27,0,1,9,9,0,5,2003,2019,17,1,60046690,"Universidad Pontificia Bolivariana","Colombia","univ",1951,2882,"external"
"9-s2.0-12142708100","Merrett G.","Merrett","Geoff V.","M",1322,1064,153,134,0,1,77,87,0,20,2004,2020,17,1,60025225,"University of Southampton","United Kingdom","univ",17302,117917,"external"
"9-s2.0-12143934800","Fernández-Ramírez L.","Fernández-Ramírez","Luis M.","M",2400,1846,31,71,0,2,14,15,0,26,2002,2019,18,1,60016476,"Universidad de Cadiz","Spain","univ",3423,14601,"external"
"9-s2.0-12240687000","Torres J.","Torres","Jenny","F",50,49,31,26,7,7,12,25,58,2,2011,2020,10,1,60072054,"Escuela Politécnica Nacional","Ecuador","univ",1031,1861,"national"
"9-s2.0-12344784600","Cuenca A.","Cuenca","Angel","M",348,235,39,49,2,2,19,23,11,9,2002,2019,18,1,60011476,"Universitat Politècnica de València","Spain","univ",9512,42807,"external"
"9-s2.0-12345343100","Ferreiros J.","Ferreiros","Javier","M",346,261,89,64,0,1,42,42,0,10,1996,2018,23,1,60028442,"Universidad Politécnica de Madrid","Spain","univ",8447,27660,"external"
"9-s2.0-12778641000","Dawson S.","Dawson","Shane P.","M",2597,1867,88,96,0,1,48,58,0,24,1996,2019,24,1,60031846,"University of South Australia","Australia","univ",5998,35792,"external"
"9-s2.0-12780227800","Rodriguez G.","Rodriguez","Glen D.","M",84,73,38,24,0,9,13,17,0,5,2002,2019,18,1,60071255,"Universidad Nacional de Ingenieria, Lima","Peru","univ",664,795,"external"
"9-s2.0-12788813000","Marcillo O.","Marcillo","Omar E.","M",936,886,36,19,1,1,2,2,50,10,2005,2019,15,1,60006164,"Los Alamos National Laboratory","United States","resi",12151,82638,"national"
"9-s2.0-12797190700","Rodríguez R.","Rodríguez","Roberto M.","M",176,115,24,26,0,1,22,23,0,8,1997,2019,23,1,60048914,"Instituto de Cibernética, Matemática y Física","Cuba","resi",183,570,"external"
"9-s2.0-12800953300","D’Haro L.","D’Haro","Luis Fernando","M",508,446,104,66,0,4,50,52,0,11,2003,2019,17,1,60027282,"Universidad Complutense de Madrid","Spain","univ",21309,90430,"external"
"9-s2.0-13003453500","Johnson N.","Johnson","Nancy Collins","F",7250,4950,196,84,0,1,1,1,0,38,1988,2020,33,1,60023517,"Northern Arizona University","United States","univ",3663,14480,"external"
"9-s2.0-13104730400","Chothia T.","Chothia","Tom","M",651,523,69,56,0,1,48,52,0,17,2001,2019,19,1,60019702,"University of Birmingham","United Kingdom","univ",25251,146481,"external"
"9-s2.0-13105847600","Zurita G.","Zurita","Gustavo","M",1144,901,64,106,0,1,91,95,0,12,2003,2019,17,1,60012464,"Universidad de Chile","Chile","univ",16429,50128,"external"
"9-s2.0-13205137700","Gilart F.","Gilart","Fidel","M",145,128,19,8,0,2,2,2,0,5,2006,2018,13,1,60061344,"Universidad de Oriente","Cuba","univ",853,1517,"external"
"9-s2.0-13605498800","Verbert K.","Verbert","Katrien","F",2336,1667,165,113,0,8,84,101,0,23,2004,2019,16,1,60025063,"KU Leuven","Belgium","univ",23129,141553,"external"
"9-s2.0-13606338500","Roberti F.","Roberti","Flavio","M",380,301,43,51,0,7,37,39,0,11,2006,2018,13,1,60017292,"Universidad Nacional de San Juan","Argentina","univ",991,2449,"external"
"9-s2.0-13609158200","Morales N.","Morales","Nicolás","M",101,81,22,17,0,1,6,6,0,6,2004,2019,16,1,60025111,"The University of North Carolina at Chapel Hill","United States","univ",33168,190744,"external"
"9-s2.0-13908291100","Larios-Rosillo V.","Larios-Rosillo","Víctor M.","M",23,18,26,17,0,6,12,15,0,3,2000,2019,20,1,60008943,"Universidad de Guadalajara","Mexico","univ",6581,12570,"external"
"9-s2.0-14007374300","Stafford R.","Stafford","Rick","M",660,530,102,61,1,1,15,15,7,14,2001,2019,19,1,60029336,"Bournemouth University","United Kingdom","univ",2055,10039,"external"
"9-s2.0-14007661300","Andrade J.","Andrade","José E.","M",1633,1109,126,101,0,1,9,9,0,25,2005,2019,15,1,60031581,"California Institute of Technology","United States","univ",14140,109994,"external"
"9-s2.0-14016670600","Satorre-Cuerda R.","Satorre-Cuerda","Rosana","F",57,53,17,21,0,1,17,21,0,4,2006,2019,14,1,60010844,"Universitat d'Alacant","Spain","univ",4799,24953,"external"
"9-s2.0-14019456100","Hernández V.","Hernández","Velssy L.","F",20,20,7,3,0,1,3,3,0,2,2015,2017,3,1,60109397,"Universidad de Córdoba, Monteria","Colombia","univ",704,1079,"external"
"9-s2.0-14021972200","Vizcarrondo J.","Vizcarrondo","Juan","M",31,24,5,5,0,2,5,5,0,3,2005,2017,13,1,113455814,"Centro Nacional de Desarrollo e Investigación en Tecnologías Libres (CENDITEL)","Venezuela",NULL,2,6,"external"
"9-s2.0-14021993500","Perozo N.","Perozo","Niriaska","F",509,501,10,9,0,1,7,8,0,4,2005,2018,14,1,60031924,"Universidad Centroccidental Lisandro Alvarado","Venezuela","univ",941,1148,"external"
"9-s2.0-14026191400","Savazzi S.","Savazzi","Stefano","M",1317,1110,85,88,0,2,60,69,0,18,2005,2019,15,1,60021199,"Consiglio Nazionale delle Ricerche","Italy","resi",15553,75813,"external"
"9-s2.0-14029886000","Costanzo S.","Costanzo","Sandra","F",997,601,91,156,0,3,72,82,0,19,1998,2019,22,1,60020261,"Università della Calabria","Italy","univ",3719,28267,"external"
"9-s2.0-14030408000","Pons C.","Pons","Claudia F.","F",62,59,36,36,0,1,31,31,0,4,1998,2018,21,1,60110332,"Facultad de Informática, Universidad Nacional de La Plata","Argentina","coll",97,224,"external"
"9-s2.0-14032353900","Trojman L.","Trojman","Lionel","M",328,260,138,55,9,10,11,15,82,11,2005,2019,15,1,60072059,"Universidad San Francisco de Quito","Ecuador","univ",695,2386,"national"
"9-s2.0-14036982600","Challiol C.","Challiol","Cecilia","F",78,60,19,19,0,1,14,17,0,6,2006,2020,15,1,60004518,"Consejo Nacional de Investigaciones Científicas y Técnicas","Argentina","resi",8568,25633,"external"
"9-s2.0-14037741600","Mellado D.","Mellado","Daniel","M",535,407,18,41,0,2,40,40,0,11,2006,2015,10,0,108788834,"Spanish Tax Agency","Spain",NULL,2,13,"external"
"9-s2.0-14038000600","Quercia D.","Quercia","Daniele","M",2703,2314,169,104,0,3,85,91,0,30,2005,2019,15,1,60021378,"Nokia Bell Labs","United States","resi",13687,89417,"external"
"9-s2.0-14040865600","Zambrano C.","Zambrano","César H.","M",306,246,71,35,4,4,4,5,100,8,1990,2020,31,1,60072059,"Universidad San Francisco de Quito","Ecuador","univ",695,2386,"national"
"9-s2.0-14042318800","Rico M.","Rico","Mercedes","F",57,51,13,21,0,1,16,16,0,4,2006,2017,12,1,60017838,"Universidad de Extremadura","Spain","univ",4800,21837,"external"
"9-s2.0-14042379400","Pérez-Marín D.","Pérez-Marín","Diana","F",248,221,40,52,0,1,39,44,0,9,2005,2020,16,1,60018940,"Universidad Rey Juan Carlos","Spain","univ",3215,13815,"external"
"9-s2.0-14043572900","Medina-Franco J.","Medina-Franco","José L.","M",4721,2749,350,202,0,1,44,50,0,37,2004,2020,17,1,60005847,"Universidad Nacional Autónoma de México, Facultad de Quimica","Mexico","univ",1430,2676,"external"
"9-s2.0-14049859500","Darias J.","Darias","José Ramón","M",48,39,17,8,0,1,3,3,0,4,2003,2018,16,1,60026438,"Universidad Simón Bolívar","Venezuela","univ",3245,9895,"external"
"9-s2.0-14054397200","Molina-Carmona R.","Molina-Carmona","Rafael","M",112,93,28,41,0,1,29,36,0,6,2005,2019,15,1,60010844,"Universitat d'Alacant","Spain","univ",4799,24953,"external"
"9-s2.0-14055126800","Trujillo Rasúa R.","Trujillo Rasúa","Rafael A.","M",2,2,10,6,0,1,3,6,0,1,2006,2019,14,1,122599714,"IN Switch Solutions S.A.","Uruguay",NULL,1,2,"external"
"9-s2.0-14057195000","Tuzhanskyi S.","Tuzhanskyi","Stanislav Ye","M",30,30,28,8,0,1,5,6,0,1,2006,2019,14,1,60088386,"Vinnytsia National Technical University","Ukraine","univ",638,829,"external"
"9-s2.0-14060114600","Gutiérrez S.","Gutiérrez","Sandra Antonio","F",4,4,7,3,2,2,2,2,100,1,2006,2018,13,1,60025028,"Universidad de Salamanca","Spain","univ",6804,27295,"national"
"9-s2.0-14060870000","Pérez F.","Pérez","Federico J.","M",251,186,41,44,0,4,29,31,0,10,2006,2019,14,1,60103708,"Universidad del Pais Vasco - Euskal Herriko Unibertsitatea, Campus Bizkaia","Spain","univ",4141,19819,"external"
"9-s2.0-14124270400","Zhuo S.","Zhuo","Shuangmu","M",1667,839,243,184,0,1,11,13,0,23,2006,2020,15,1,60005206,"Fujian Medical University","China","meds",12437,13834,"external"
"9-s2.0-14219465500","Madrenas J.","Madrenas","Jordi","M",594,489,148,112,0,2,54,56,0,13,1991,2020,30,1,60007592,"Universitat Politècnica de Catalunya","Spain","univ",10382,49043,"external"
"9-s2.0-14322196700","Rubio E.","Rubio","Ernesto","M",59,54,43,18,0,1,6,15,0,5,2005,2019,15,1,60023195,"Universidad del Bio Bio","Chile","univ",1212,2905,"external"
"9-s2.0-14419644400","Bourdoncle A.","Bourdoncle","Anne","F",1195,1060,139,28,0,1,2,2,0,15,2003,2018,16,1,60102125,"Université de Bordeaux","France","univ",12641,49313,"external"
"9-s2.0-14421859900","Safan M.","Safan","Muntaser G.","M",374,318,25,17,0,1,2,2,0,6,2006,2019,14,1,60012022,"Mansoura University","Egypt","univ",7732,25887,"external"
"9-s2.0-14631026800","Peña-Ortiz R.","Peña-Ortiz","Raúl","M",60,44,15,15,2,2,13,14,15,4,2005,2018,14,1,60002644,"University of Valencia","Spain","univ",13612,62852,"external"
"9-s2.0-14631978900","Grimón F.","Grimón","Francisca","F",18,18,16,9,0,1,7,7,0,2,2006,2018,13,1,60024696,"Universidad de Carabobo","Venezuela","univ",2277,2981,"external"
"9-s2.0-14632204000","Monguet J.","Monguet","Josep Maria","M",135,124,96,37,0,1,19,20,0,6,2006,2018,13,1,60007592,"Universitat Politècnica de Catalunya","Spain","univ",10382,49043,"external"
"9-s2.0-14822610700","Santos A.","Santos","André A.P.","M",289,281,40,37,0,1,10,11,0,8,2005,2019,15,1,60017609,"Universidade Federal de Santa Catarina","Brazil","univ",15339,39250,"external"
"9-s2.0-14919738400","Subirats J.","Subirats","José Luis","M",177,154,21,23,0,1,17,18,0,7,2006,2018,13,1,60003662,"Universidad de Malaga","Spain","univ",6598,26659,"external"
"9-s2.0-15020268600","Dominguez-Castro F.","Dominguez-Castro","Fernando","M",556,382,215,63,1,1,1,1,100,14,2006,2020,15,1,60016809,"Universidad de Zaragoza","Spain","univ",8966,44252,"national"
"9-s2.0-15025917000","Artacho M.","Artacho","Miguel Rodríguez","M",19,19,33,6,1,1,3,3,33,2,2006,2019,14,1,60028711,"Universidad Nacional de Educacion a Distancia","Spain","univ",3287,10436,"external"
"9-s2.0-15036681200","Rodríguez-Conde M.","Rodríguez-Conde","María José","F",221,198,83,64,0,2,38,41,0,7,2000,2020,21,1,60025028,"Universidad de Salamanca","Spain","univ",6804,27295,"external"
"9-s2.0-15041572100","Costa C.","Costa","César","M",339,284,82,43,2,2,3,3,67,8,1996,2019,24,1,60072054,"Escuela Politécnica Nacional","Ecuador","univ",1031,1861,"national"
"9-s2.0-15042652400","Mendes L.","Mendes","Luís C.","M",141,137,41,27,0,1,17,17,0,4,2006,2019,14,1,60015104,"Universidade Federal de Uberlandia","Brazil","univ",7729,14733,"external"
"9-s2.0-15042947000","Palacios H.","Palacios","Héctor","M",361,258,33,17,1,1,14,14,7,8,2005,2016,12,0,60020432,"Institute for Systems and Computer Engineering, Technology and Science","Portugal","resi",1218,5129,"external"
"9-s2.0-15043437300","Villazón-Terrazas B.","Villazón-Terrazas","Boris Marcelo","M",353,328,84,51,0,2,45,47,0,11,2006,2019,14,1,122573076,"Arvato Bertelsmann","Spain",NULL,1,1,"external"
"9-s2.0-15045590800","Remón A.","Remón","Alfredo","M",201,154,30,42,0,1,36,38,0,9,2006,2019,14,1,60011476,"Universitat Politècnica de València","Spain","univ",9512,42807,"external"
"9-s2.0-15048635400","Rosado D.","Rosado","David G.","M",552,495,26,48,0,3,45,45,0,10,2006,2016,11,0,60000823,"Universidad de Castilla-La Mancha","Spain","univ",5064,21920,"external"
"9-s2.0-15050959300","Ochoa X.","Ochoa","Xavier","M",931,801,116,76,60,61,62,70,97,13,2003,2020,18,1,60021784,"New York University","United States","univ",17882,86366,"national"
"9-s2.0-15050995600","Parra G.","Parra","Gonzalo","M",301,281,37,18,1,2,17,17,6,8,2006,2014,9,0,60025063,"KU Leuven","Belgium","univ",23129,141553,"external"
"9-s2.0-15060963700","Célleri R.","Célleri","Rolando","M",1194,758,122,42,1,1,1,1,100,14,2003,2020,18,1,60072035,"University of Cuenca","Ecuador","univ",777,1262,"national"
"9-s2.0-15062102100","Vernaza M.","Vernaza","María Gabriela","F",141,136,34,16,2,2,2,4,100,7,2006,2019,14,1,60072059,"Universidad San Francisco de Quito","Ecuador","univ",695,2386,"national"
"9-s2.0-15072145500","López-Presa J.","López-Presa","José Luis","M",40,39,17,16,1,1,10,12,10,4,2000,2019,20,1,60028442,"Universidad Politécnica de Madrid","Spain","univ",8447,27660,"external"
"9-s2.0-15078321300","Solari M.","Solari","Martín","M",144,123,121,26,0,1,23,25,0,6,2006,2019,14,1,60071633,"Universidad ORT Uruguay","Uruguay","univ",129,420,"external"
"9-s2.0-15119241600","Adasme P.","Adasme","Pablo","M",94,59,29,45,0,1,33,39,0,5,2007,2019,13,1,60023383,"Universidad de Santiago de Chile","Chile","univ",3586,11032,"external"
"9-s2.0-15119628600","Soto I.","Soto","Ismael","M",248,206,114,105,0,2,69,72,0,7,1997,2019,23,1,60023383,"Universidad de Santiago de Chile","Chile","univ",3586,11032,"external"
"9-s2.0-15122066500","Echeverría M.","Echeverría","Magdy M.","F",49,47,34,10,2,2,2,2,100,3,2013,2019,7,1,60108603,"Escuela Superior Politécnica de Chimborazo","Ecuador","univ",459,371,"national"
"9-s2.0-15122500200","Perlikowski P.","Perlikowski","Przemysław","M",1302,839,56,89,0,1,6,8,0,21,2006,2019,14,1,60016104,"Lodz University of Technology","Poland","univ",4947,22030,"external"
"9-s2.0-15122711200","Panach J.","Panach","José Ignacio","M",239,205,47,45,0,2,38,42,0,11,2006,2019,14,1,60002644,"University of Valencia","Spain","univ",13612,62852,"external"
"9-s2.0-15122856600","Puris A.","Puris","Amilkar","M",175,148,40,22,3,3,14,15,21,9,2006,2019,14,1,60110666,"Universidad Técnica Estatal de Quevedo","Ecuador","univ",261,265,"national"
"9-s2.0-15123936800","Caballero I.","Caballero","Ismael","M",471,406,74,70,0,1,64,69,0,12,2003,2019,17,1,60000823,"Universidad de Castilla-La Mancha","Spain","univ",5064,21920,"external"
"9-s2.0-15126671200","Martinez O.","Martinez","Oscar","M",142,113,58,44,0,5,27,30,0,6,2004,2020,17,1,60029767,"Universidad Miguel Hernandez de Elche","Spain","univ",2876,12154,"external"
"9-s2.0-15128058600","Meneses L.","Meneses","Lorena","F",139,110,26,13,1,1,1,2,100,6,2004,2019,16,1,60072063,"Pontificia Universidad Catolica del Ecuador","Ecuador","univ",889,1405,"national"
"9-s2.0-15128621000","Cárdenas D.","Cárdenas","Daniel","M",202,181,41,23,2,2,8,8,25,9,2006,2019,14,1,60105693,"Universidad Politécnica Salesiana, Cuenca","Ecuador","univ",727,829,"national"
"9-s2.0-15129377200","Santos M.","Santos","Matilde","F",1031,878,159,144,0,1,100,111,0,18,1993,2019,27,1,60027282,"Universidad Complutense de Madrid","Spain","univ",21309,90430,"external"
"9-s2.0-15131286600","España S.","España","Sergio","M",416,326,81,67,0,4,58,62,0,11,2006,2019,14,1,60007989,"Utrecht University","Netherlands","univ",14853,77601,"external"
"9-s2.0-15131951800","Godoy-Calderón S.","Godoy-Calderón","Salvador","M",77,70,32,22,0,4,16,18,0,4,2006,2019,14,1,60019176,"Instituto Politécnico Nacional","Mexico","univ",10771,22520,"external"
"9-s2.0-15136847800","Muñoz-Merino P.","Muñoz-Merino","Pedro J.","M",835,664,109,97,0,2,68,83,0,17,2004,2020,17,1,60001741,"Universidad Carlos III de Madrid","Spain","univ",4258,23071,"external"
"9-s2.0-15137080200","Mortensen K.","Mortensen","Kim Erlend","M",419,399,64,21,0,1,2,2,0,9,1998,2019,22,1,60021255,"UiT The Arctic University of Norway","Norway","univ",5073,27601,"external"
"9-s2.0-15519161300","Gilbert E.","Gilbert","Eric E.","M",2864,2613,133,68,0,1,55,62,0,25,2005,2019,15,1,60025778,"University of Michigan, Ann Arbor","United States","univ",51165,315332,"external"
"9-s2.0-15519389000","Barría M.","Barría","Marta","F",5,5,17,8,0,1,5,5,0,1,2005,2017,13,1,60008781,"Universidad de Valparaiso","Chile","univ",2303,5537,"external"
"9-s2.0-15520434500","Johnson F.","Johnson","Franklin","M",312,175,60,68,0,1,62,64,0,10,2006,2019,14,1,60019586,"Universidad de Playa Ancha","Chile","univ",338,878,"external"
"9-s2.0-15521347000","Rusu C.","Rusu","Cristian","M",653,362,91,85,0,2,68,79,0,15,2006,2020,15,1,60023520,"Pontificia Universidad Católica de Valparaíso","Chile","univ",2761,7386,"external"
"9-s2.0-15741157800","Gonçalves A.","Gonçalves","Alim P.C.","M",549,343,14,27,0,1,11,11,0,11,2002,2018,17,1,60029570,"Universidade Estadual de Campinas","Brazil","univ",29336,87046,"external"
"9-s2.0-15755576400","Jamett M.","Jamett","Marcela","F",37,37,12,12,0,1,10,11,0,4,2005,2019,15,1,60023383,"Universidad de Santiago de Chile","Chile","univ",3586,11032,"external"
"9-s2.0-15755775100","Jaramillo C.","Jaramillo","Carlos Mario Zapata","M",35,31,12,12,0,1,6,7,0,2,2006,2019,14,1,60055696,"Universidad Nacional de Colombia","Colombia","univ",13629,28360,"external"
"9-s2.0-15757966500","Rodríguez-Lagunas M.","Rodríguez-Lagunas","Maria J.","F",160,145,70,31,0,1,1,1,0,7,2007,2020,14,1,60001576,"Universitat de Barcelona","Spain","univ",21992,111755,"external"
"9-s2.0-15761675700","de Laet T.","de Laet","Tinne","F",762,646,93,84,0,1,41,42,0,14,2005,2019,15,1,60025063,"KU Leuven","Belgium","univ",23129,141553,"external"
"9-s2.0-15764391400","Castro H.","Castro","Harold","M",346,304,131,66,0,1,58,62,0,9,2001,2019,19,1,60052106,"Universidad de Los Andes, Colombia","Colombia","univ",4563,11777,"external"
"9-s2.0-15823591300","Fernández-Pampillón A.","Fernández-Pampillón","Ana María","F",41,38,25,10,0,1,6,6,0,5,1997,2019,23,1,60027282,"Universidad Complutense de Madrid","Spain","univ",21309,90430,"external"
"9-s2.0-15833750400","Comech M.","Comech","María Paz","F",464,464,38,18,0,1,1,1,0,7,2003,2019,17,1,60106923,"Centro de Investigación de Recursos y Consumos Energéticos","Spain","resi",179,548,"external"
"9-s2.0-15833767700","Canseco P.","Canseco","Paúl A.","M",31,23,17,6,5,5,5,5,100,4,2012,2018,7,1,60106645,"Universidad Técnica de Ambato","Ecuador","univ",655,587,"national"
"9-s2.0-15836854300","Caro E.","Caro","Edmundo Tovar","M",119,94,60,31,0,4,20,21,0,7,2006,2019,14,1,60028442,"Universidad Politécnica de Madrid","Spain","univ",8447,27660,"external"
"9-s2.0-15925566100","Llorens-Largo F.","Llorens-Largo","Faraón","M",94,78,31,35,0,1,32,32,0,6,1998,2017,20,1,60010844,"Universitat d'Alacant","Spain","univ",4799,24953,"external"
"9-s2.0-16022257200","Maldonado F.","Maldonado","Frank","M",177,151,9,18,2,2,2,2,100,6,2007,2019,13,1,60072064,"Universidad Tecnica Particular de Loja","Ecuador","univ",983,1450,"national"
"9-s2.0-16025395100","Sánchez-Escuderos D.","Sánchez-Escuderos","Daniel","M",234,198,39,67,0,2,28,30,0,8,2006,2019,14,1,60011476,"Universitat Politècnica de València","Spain","univ",9512,42807,"external"
"9-s2.0-16025887100","Javier Torres F.","Torres","Javier","M",700,576,96,46,4,4,5,9,80,13,2006,2020,15,1,60072059,"Universidad San Francisco de Quito","Ecuador","univ",695,2386,"national"
"9-s2.0-16028507900","Hincapié-Reyes R.","Hincapié-Reyes","R. C.","NA",272,190,54,46,0,21,36,37,0,10,2006,2018,13,1,60046690,"Universidad Pontificia Bolivariana","Colombia","univ",1951,2882,"external"
"9-s2.0-16029321100","Sierra J.","Sierra","Javier E.","M",60,55,24,26,0,4,18,18,0,5,2007,2019,13,1,60046690,"Universidad Pontificia Bolivariana","Colombia","univ",1951,2882,"external"
"9-s2.0-16029748200","Pfetsch M.","Pfetsch","Marc E.","M",756,662,113,59,0,1,31,39,0,14,1999,2019,21,1,60011226,"Technische Universität Darmstadt","Germany","univ",14552,55262,"external"
"9-s2.0-16030663900","Fernandez-Blanco E.","Fernandez-Blanco","Enrique","M",277,233,30,28,0,3,16,18,0,10,2006,2019,14,1,60023610,"Universidade da Coruña","Spain","univ",4998,14044,"external"
"9-s2.0-16033023300","Igartua M.","Igartua","Mónica Aguilar","F",256,238,47,40,0,4,30,35,0,8,2005,2019,15,1,60007592,"Universitat Politècnica de Catalunya","Spain","univ",10382,49043,"external"
"9-s2.0-16033207100","León C.","León","Claudia","F",3,3,6,5,0,1,5,5,0,1,2000,2016,17,0,60001197,"Universidad Central de Venezuela","Venezuela","univ",4382,8905,"external"
"9-s2.0-16038984900","Gütl C.","Gütl","Christian","M",657,571,125,131,0,1,100,111,0,13,1999,2020,22,1,60019663,"Technische Universitat Graz","Austria","univ",5509,26984,"external"
"9-s2.0-16039018100","Gamboa S.","Gamboa","Silvana P.","F",1,1,5,5,1,1,2,3,50,1,2005,2020,16,1,60072054,"Escuela Politécnica Nacional","Ecuador","univ",1031,1861,"national"
"9-s2.0-16040565100","Proaño V.","Proaño","Víctor","M",3,3,16,6,4,4,4,5,100,1,2005,2018,14,1,60104598,"Universidad de las Fuerzas Armadas ESPE","Ecuador","univ",1490,1654,"national"
"9-s2.0-16040913400","Vásquez R.","Vásquez","Rafael E.","M",499,419,37,36,0,5,10,12,0,8,2007,2019,13,1,60046690,"Universidad Pontificia Bolivariana","Colombia","univ",1951,2882,"external"
"9-s2.0-16043778700","Sánchez R.","Sánchez","Rebeca M.","F",10,9,42,24,1,1,1,2,100,2,1999,2018,20,1,60108912,"Universidad Técnica de Manabí","Ecuador","univ",236,215,"national"
"9-s2.0-16053072200","Nunes I.","Nunes","Isabel L.","F",344,299,61,68,0,1,19,38,0,8,2000,2020,21,1,60022729,"Faculdade de Ciências e Tecnologia, Universidade Nova de Lisboa","Portugal","univ",2470,10741,"external"
"9-s2.0-16067849900","Barra W.","Barra","Walter","M",44,43,25,10,0,1,5,8,0,3,2005,2019,15,1,60001890,"Universidade Federal do Para","Brazil","univ",8156,14186,"external"
"9-s2.0-16068034700","Duart J.","Duart","Josep M.","M",164,154,34,41,0,1,7,8,0,7,2002,2019,18,1,60002581,"Universitat Oberta de Catalunya","Spain","univ",932,3445,"external"
"9-s2.0-16174488900","Altuve M.","Altuve","Miguel","M",116,91,45,42,0,6,22,27,0,6,2006,2020,15,1,60046690,"Universidad Pontificia Bolivariana","Colombia","univ",1951,2882,"external"
"9-s2.0-16176825100","Vide P.","Vide","Paula Castro","M",9,9,11,5,0,1,1,1,0,2,2006,2017,12,1,60028370,"Polytechnic Institute of Leiria","Portugal","univ",497,1846,"external"
"9-s2.0-16227421300","Kasemo B.","Kasemo","Bengt","M",31586,19617,459,491,0,1,1,1,0,88,1970,2017,48,1,60000990,"Chalmers University of Technology","Sweden","univ",9294,65774,"external"
"9-s2.0-16229492700","Ceballos M.","Ceballos","Martha Rocio","F",14,14,5,2,0,1,2,2,0,2,2006,2015,10,0,60007592,"Universitat Politècnica de Catalunya","Spain","univ",10382,49043,"external"
"9-s2.0-16230097600","Ferre X.","Ferre","Xavier","M",183,170,33,19,0,1,17,17,0,7,2001,2018,18,1,60028442,"Universidad Politécnica de Madrid","Spain","univ",8447,27660,"external"
"9-s2.0-16231807400","Torres L.","Torres","Luis M.","M",51,43,11,18,6,6,7,8,86,4,2002,2019,18,1,60072054,"Escuela Politécnica Nacional","Ecuador","univ",1031,1861,"national"
"9-s2.0-16233099000","Duran-Faundez C.","Duran-Faundez","Cristian","M",237,191,63,33,0,1,20,24,0,6,2006,2019,14,1,60023195,"Universidad del Bio Bio","Chile","univ",1212,2905,"external"
"9-s2.0-16239451600","Lin H.","Lin","Hongxin","M",36,32,69,25,0,1,4,6,0,4,2007,2020,14,1,60018844,"Fujian Normal University","China","univ",5997,13363,"external"
"9-s2.0-16240518700","Weibel N.","Weibel","Nadir","M",751,658,185,88,0,1,63,73,0,14,2005,2019,15,1,60030612,"University of California, San Diego","United States","univ",26566,160845,"external"
"9-s2.0-16300780100","Almeida R.","Almeida","Rafaël","M",398,318,50,49,0,1,7,7,0,11,1992,2019,28,1,60007418,"Universidad De Los Andes Facultad de Ciencias","Venezuela","univ",872,2885,"external"
