"author_id","indexed_name","surname","given_name","gender","citation_count","cited_by_count","coauthor_count","author_doc_all","authorEC_doc_CS_2018","authorEC_COA_doc_CS_2018","author_doc_CS_all_2018","author_doc_CS_all","ratiosCSEC","hindex","yearIn","yearFin","careerLength","active","affiliation_current","affiliation_name","country_affil","org_type","affil_author_count","affil_document_count","category"
"9-s2.0-57204953869","Rojas-Ruiz F.","Rojas-Ruiz","Fernando J.","M",6,6,10,3,0,2,2,2,0,2,2010,2017,8,1,60027844,"Universidad de Granada","Spain","univ",11746,52233,"external"
"9-s2.0-57204964741","Benalcazar D.","Benalcazar","David","M",0,0,10,3,1,1,1,1,100,0,2018,2018,1,1,60072063,"Pontificia Universidad Catolica del Ecuador","Ecuador","univ",889,1405,"national"
"9-s2.0-57204965246","Vásquez D.","Vásquez","Diego","M",1,1,7,2,1,1,1,2,100,1,2018,2020,3,1,122733852,"ESPE-UGT","Ecuador",NULL,1,1,"national"
"9-s2.0-57204975419","Akhoundan M.","Akhoundan","Majid Reza","NA",1,1,5,1,0,1,1,1,0,1,2018,2018,1,1,60032053,"Tarbiat Modares University","Iran","univ",8123,34302,"external"
"9-s2.0-57204978362","Caiza L.","Caiza","Luis J.","M",0,0,4,1,1,1,1,1,100,0,2018,2018,1,1,60072054,"Escuela Politécnica Nacional","Ecuador","univ",1031,1861,"national"
"9-s2.0-57204979699","Zabala L.","Zabala","Luis","M",22,21,29,10,1,1,NULL,NULL,NULL,2,2011,2019,9,1,60027856,"Universidad del Pais Vasco","Spain","univ",6765,22044,"national"
"9-s2.0-57204980196","Bahmanoo S.","Bahmanoo","Sam","M",1,1,9,2,0,1,1,2,0,1,2018,2019,2,1,60033154,"Concordia University","Canada","univ",9344,47992,"external"
"9-s2.0-57205016410","Fellig D.","Fellig","Daniel","M",1,1,2,1,1,1,1,1,100,1,2016,2016,1,0,60072059,"Universidad San Francisco de Quito","Ecuador","univ",695,2386,"national"
"9-s2.0-57205021322","Zambrano D.","Zambrano","Danilo","M",0,0,1,1,1,1,1,1,100,0,2018,2018,1,1,60104598,"Universidad de las Fuerzas Armadas ESPE","Ecuador","univ",1490,1654,"national"
"9-s2.0-57205027906","Bunces E.","Bunces","Elvis","M",0,0,1,1,1,1,1,1,100,0,2018,2018,1,1,60104598,"Universidad de las Fuerzas Armadas ESPE","Ecuador","univ",1490,1654,"national"
"9-s2.0-57205028056","Mayorga O.","Mayorga","Oscar A.","M",0,0,6,2,1,1,1,2,100,0,2018,2019,2,1,60104598,"Universidad de las Fuerzas Armadas ESPE","Ecuador","univ",1490,1654,"national"
"9-s2.0-57205031459","Rojo D.","Rojo","Diego","M",4,4,5,2,0,1,1,2,0,1,2018,2019,2,1,122423978,"Centro Universitario de Tecnología y Arte Digital","Spain",NULL,3,1,"external"
"9-s2.0-57205079479","Hidalgo Cajo B.","Hidalgo Cajo","Byron G.","M",1,1,0,1,1,1,1,1,100,1,2018,2018,1,1,60108604,"Universidad Nacional de Chimborazo","Ecuador","univ",298,330,"national"
"9-s2.0-57205081108","Baidal C.","Baidal","Christopher S.","M",0,0,4,1,1,1,1,1,100,0,2018,2018,1,1,60072061,"Escuela Superior Politecnica del Litoral Ecuador","Ecuador","resi",1054,1618,"national"
"9-s2.0-57205102320","Caro E.","Caro","Eduar Barbosa","M",1,1,5,3,0,1,1,1,0,1,2018,2019,2,1,60065589,"Universidad del Rosario","Colombia","univ",1545,3344,"external"
"9-s2.0-57205103725","Torres G.","Torres","Gisela","F",0,0,3,1,1,1,1,1,100,0,2018,2018,1,1,60072038,"Universidad Central del Ecuador","Ecuador","univ",696,949,"national"
"9-s2.0-57205104057","Trámpuz J.","Trámpuz","Juan Pablo","M",10,9,4,3,1,1,1,1,100,1,2018,2019,2,1,60105389,"Universidad Laica Eloy Alfaro de Manabí","Ecuador","univ",154,201,"national"
"9-s2.0-57205123414","Sánchez N.","Sánchez","Nathaly S.","F",3,3,6,2,1,1,1,2,100,1,2018,2019,2,1,60072061,"Escuela Superior Politecnica del Litoral Ecuador","Ecuador","resi",1054,1618,"national"
"9-s2.0-57205125603","Molina K.","Molina","Katherine G.","F",4,3,9,4,1,1,1,3,100,1,2018,2019,2,1,60072061,"Escuela Superior Politecnica del Litoral Ecuador","Ecuador","resi",1054,1618,"national"
"9-s2.0-57205126477","Herrera E.","Herrera","Efrén V.","M",4,3,16,5,1,1,1,4,100,1,2018,2019,2,1,60072061,"Escuela Superior Politecnica del Litoral Ecuador","Ecuador","resi",1054,1618,"national"
"9-s2.0-57205161681","Carrera D.","Carrera","Diego","M",24,24,6,2,2,2,2,2,100,1,2015,2016,2,0,60104598,"Universidad de las Fuerzas Armadas ESPE","Ecuador","univ",1490,1654,"national"
"9-s2.0-57205196177","Guarnizo J.","Guarnizo","José","M",0,0,3,1,1,1,1,1,100,0,2018,2018,1,1,60072064,"Universidad Tecnica Particular de Loja","Ecuador","univ",983,1450,"national"
"9-s2.0-57205196666","Torres E.","Torres","Edisson","M",0,0,3,1,1,1,1,1,100,0,2018,2018,1,1,60072064,"Universidad Tecnica Particular de Loja","Ecuador","univ",983,1450,"national"
"9-s2.0-57205197369","Dahroug A.","Dahroug","Ahmed Tarek","M",10,10,22,8,0,2,6,8,0,2,2003,2019,17,1,60007253,"Arab Academy for Science &amp; Technology and Maritime Transport","Egypt","univ",1392,3071,"external"
"9-s2.0-57205197992","Tandazo R.","Tandazo","Rommel Vicente Torres","M",0,0,8,3,1,1,1,3,100,0,2018,2019,2,1,60072064,"Universidad Tecnica Particular de Loja","Ecuador","univ",983,1450,"national"
"9-s2.0-57205199782","Castro J.","Castro","Jonathan","M",0,0,2,1,1,1,1,1,100,0,2018,2018,1,1,60072064,"Universidad Tecnica Particular de Loja","Ecuador","univ",983,1450,"national"
"9-s2.0-57205200747","Yaguana R.","Yaguana","Roddy","M",0,0,3,1,1,1,1,1,100,0,2018,2018,1,1,60072064,"Universidad Tecnica Particular de Loja","Ecuador","univ",983,1450,"national"
"9-s2.0-57205202753","Jaramillo R.","Jaramillo","Renzo","M",0,0,3,1,1,1,1,1,100,0,2018,2018,1,1,60072064,"Universidad Tecnica Particular de Loja","Ecuador","univ",983,1450,"national"
"9-s2.0-57205205812","Jerez G.","Jerez","Guillermo","M",2,2,3,1,0,1,1,1,0,1,2018,2018,1,1,60026796,"Universidad Autónoma de Madrid","Spain","univ",15222,59308,"external"
"9-s2.0-57205212842","Sánchez D.","Sánchez","Darwin","M",2,2,6,1,1,1,1,1,100,1,2016,2016,1,0,60106645,"Universidad Técnica de Ambato","Ecuador","univ",655,587,"national"
"9-s2.0-57205215898","Reyna-Bowen L.","Reyna-Bowen","Lizardo","M",0,0,5,2,1,1,1,2,100,0,2018,2019,2,1,60003138,"Universidad de Cordoba","Spain","univ",5461,21528,"external"
"9-s2.0-57205270818","Sangacha L.","Sangacha","Lady M.","F",0,0,6,2,2,2,NULL,NULL,NULL,0,2018,2018,1,1,60072042,"Universidad de Guayaquil","Ecuador","univ",942,821,"national"
"9-s2.0-57205322903","Angulo Meza L.","Angulo Meza","Lidia","F",693,461,66,62,0,1,24,26,0,14,2002,2019,18,1,60001865,"Universidade Federal Fluminense","Brazil","univ",11053,25389,"external"
"9-s2.0-57205337025","Balseca M.","Balseca","Mariela Cumanda","F",1,1,23,1,1,1,1,1,100,1,2019,2019,1,1,60072038,"Universidad Central del Ecuador","Ecuador","univ",696,949,"national"
"9-s2.0-57205339684","Andrade N.","Andrade","Nilo","M",0,0,5,1,1,1,1,1,100,0,2018,2018,1,1,60105389,"Universidad Laica Eloy Alfaro de Manabí","Ecuador","univ",154,201,"national"
"9-s2.0-57205341359","Pisco J.","Pisco","Juan Carlos","M",0,0,5,1,1,1,1,1,100,0,2018,2018,1,1,60110666,"Universidad Técnica Estatal de Quevedo","Ecuador","univ",261,265,"national"
"9-s2.0-57205348127","Gomez H.","Gomez","Hector F.A.","M",0,0,6,1,1,1,1,1,100,0,2018,2018,1,1,60106645,"Universidad Técnica de Ambato","Ecuador","univ",655,587,"national"
"9-s2.0-57205358986","León-Wong V.","León-Wong","Verónica Cevallos","F",0,0,8,1,1,1,1,1,100,0,2018,2018,1,1,60105693,"Universidad Politécnica Salesiana, Cuenca","Ecuador","univ",727,829,"national"
"9-s2.0-57205428030","Flores-Rivera M.","Flores-Rivera","Maria","F",2,2,5,1,1,1,1,1,100,1,2018,2018,1,1,60105693,"Universidad Politécnica Salesiana, Cuenca","Ecuador","univ",727,829,"national"
"9-s2.0-57205428031","Herrera-Alvarez D.","Herrera-Alvarez","Deysi","F",2,2,5,1,1,1,1,1,100,1,2018,2018,1,1,60105693,"Universidad Politécnica Salesiana, Cuenca","Ecuador","univ",727,829,"national"
"9-s2.0-57205429179","Tello-Morales H.","Tello-Morales","Humberto","M",0,0,2,1,1,1,1,1,100,0,2018,2018,1,1,60105693,"Universidad Politécnica Salesiana, Cuenca","Ecuador","univ",727,829,"national"
"9-s2.0-57205441088","Guayasmin A.","Guayasmin","Adrían","M",0,0,3,1,1,1,1,1,100,0,2018,2018,1,1,60104598,"Universidad de las Fuerzas Armadas ESPE","Ecuador","univ",1490,1654,"national"
"9-s2.0-57205484321","Morquecho E.","Morquecho","Edgar G.","M",0,0,6,1,1,1,1,1,100,0,2018,2018,1,1,60072035,"University of Cuenca","Ecuador","univ",777,1262,"national"
"9-s2.0-57205485838","Leconte L.","Leconte","Louis","M",7,6,9,4,0,2,2,4,0,2,2018,2019,2,1,120980630,"Ecole Normale Supérieure","France",NULL,3,8,"external"
"9-s2.0-57205486835","Solano L.","Solano","Lizandro D.","M",0,0,11,2,2,2,2,2,100,0,2018,2018,1,1,60072035,"University of Cuenca","Ecuador","univ",777,1262,"national"
"9-s2.0-57205492726","Morales L.","Morales","Luis Eduardo Mendoza","M",19,18,12,13,3,3,10,10,30,3,2007,2017,11,1,60072061,"Escuela Superior Politecnica del Litoral Ecuador","Ecuador","resi",1054,1618,"national"
"9-s2.0-57205525580","Guillen L.","Guillen","Luis E.","M",0,0,2,1,1,1,1,1,100,0,2018,2018,1,1,60072035,"University of Cuenca","Ecuador","univ",777,1262,"national"
"9-s2.0-57205527275","Constantine A.","Constantine","Alisson","F",0,0,4,1,1,1,1,1,100,0,2018,2018,1,1,60072061,"Escuela Superior Politecnica del Litoral Ecuador","Ecuador","resi",1054,1618,"national"
"9-s2.0-57205527816","Puebla V.","Puebla","Valery","F",0,0,3,1,1,1,1,1,100,0,2018,2018,1,1,60072059,"Universidad San Francisco de Quito","Ecuador","univ",695,2386,"national"
"9-s2.0-57205527932","Calle-Siguencia J.","Calle-Siguencia","John","M",0,0,1,1,1,1,1,1,100,0,2018,2018,1,1,60105693,"Universidad Politécnica Salesiana, Cuenca","Ecuador","univ",727,829,"national"
"9-s2.0-57205528363","Villacreses S.","Villacreses","Sofia","F",1,1,5,2,2,2,2,2,100,1,2018,2018,1,1,60072059,"Universidad San Francisco de Quito","Ecuador","univ",695,2386,"national"
"9-s2.0-57205528882","Avila S.","Avila","Sebastian Ruiz","M",0,0,3,1,1,1,1,1,100,0,2018,2018,1,1,60108706,"Universidad del Azuay","Ecuador","univ",216,240,"national"
"9-s2.0-57205529037","Villegas P.","Villegas","Pedro","M",0,0,4,1,1,1,1,1,100,0,2018,2018,1,1,60072061,"Escuela Superior Politecnica del Litoral Ecuador","Ecuador","resi",1054,1618,"national"
"9-s2.0-57205529198","Guerrero N.","Guerrero","Nelson Correa","M",0,0,3,1,1,1,1,1,100,0,2018,2018,1,1,60108706,"Universidad del Azuay","Ecuador","univ",216,240,"national"
"9-s2.0-57205529529","Ayora A.","Ayora","Andres Auquilla","M",2,2,3,1,1,1,1,1,100,1,2018,2018,1,1,60108706,"Universidad del Azuay","Ecuador","univ",216,240,"national"
"9-s2.0-57205529890","Ruales J.","Ruales","Josselyn","F",0,0,3,1,1,1,1,1,100,0,2018,2018,1,1,60072059,"Universidad San Francisco de Quito","Ecuador","univ",695,2386,"national"
"9-s2.0-57205530050","Mendez-Santosescuela De P.","Mendez-Santosescuela De","Pablo","M",0,0,2,1,1,1,1,1,100,0,2018,2018,1,1,60105693,"Universidad Politécnica Salesiana, Cuenca","Ecuador","univ",727,829,"national"
"9-s2.0-57205530317","Becerra F.","Becerra","Fernando","M",1,1,2,2,2,2,2,2,100,1,2018,2018,1,1,60072054,"Escuela Politécnica Nacional","Ecuador","univ",1031,1861,"national"
"9-s2.0-57205530711","Villalba R.","Villalba","Ricardo","M",0,0,4,1,1,1,1,1,100,0,2018,2018,1,1,60072061,"Escuela Superior Politecnica del Litoral Ecuador","Ecuador","resi",1054,1618,"national"
"9-s2.0-57205531195","Salamea H.","Salamea","Hugo Torres","M",2,2,8,4,2,2,2,2,100,1,2018,2019,2,1,60108706,"Universidad del Azuay","Ecuador","univ",216,240,"national"
"9-s2.0-57205531457","Leiva E.","Leiva","Emilia","F",1,1,2,1,1,1,1,1,100,1,2018,2018,1,1,60072059,"Universidad San Francisco de Quito","Ecuador","univ",695,2386,"national"
"9-s2.0-57205531719","Belen J.","Belen","Jara G.","F",0,0,2,1,1,1,1,1,100,0,2018,2018,1,1,60108706,"Universidad del Azuay","Ecuador","univ",216,240,"national"
"9-s2.0-57205531843","Fernando V.","Fernando","Veiga Manuel","M",0,0,3,1,0,1,1,1,0,0,2018,2018,1,1,60026134,"Universidade de Vigo","Spain","univ",5303,26158,"external"
"9-s2.0-57205532176","Garces K.","Garces","Katherine","F",0,0,1,1,1,1,1,1,100,0,2018,2018,1,1,60104598,"Universidad de las Fuerzas Armadas ESPE","Ecuador","univ",1490,1654,"national"
"9-s2.0-57205532440","Avila-Cardenas P.","Avila-Cardenas","Pablo","M",0,0,1,1,1,1,1,1,100,0,2018,2018,1,1,60105693,"Universidad Politécnica Salesiana, Cuenca","Ecuador","univ",727,829,"national"
"9-s2.0-57205532640","Coronel E.","Coronel","Efrain Mauiricio Barzallo","M",0,0,2,1,1,1,1,1,100,0,2018,2018,1,1,60105693,"Universidad Politécnica Salesiana, Cuenca","Ecuador","univ",727,829,"national"
"9-s2.0-57205532769","Daniel I.","Daniel","Icaza","M",1,1,2,2,2,2,2,2,100,1,2018,2018,1,1,60109555,"Universidad Católica de Cuenca","Ecuador","univ",271,228,"national"
"9-s2.0-57205532988","Longo M.","Longo","Marcello","M",0,0,3,1,1,1,1,1,100,0,2018,2018,1,1,109429705,"Hospital de los Valles","Ecuador","hosp",31,32,"national"
"9-s2.0-57205533574","Moreno P.","Moreno","Paulino Estuardo Chasijuan","M",0,0,2,1,1,1,1,1,100,0,2018,2018,1,1,60105693,"Universidad Politécnica Salesiana, Cuenca","Ecuador","univ",727,829,"national"
"9-s2.0-57205540969","Peláez E.","Peláez","Enrique","M",737,692,31,27,17,17,20,21,85,4,1991,2019,29,1,60072061,"Escuela Superior Politecnica del Litoral Ecuador","Ecuador","resi",1054,1618,"national"
"9-s2.0-57205558869","Galán-Montesdeoca J.","Galán-Montesdeoca","Jorge","M",0,0,7,3,2,2,2,3,100,0,2018,2019,2,1,60105693,"Universidad Politécnica Salesiana, Cuenca","Ecuador","univ",727,829,"national"
"9-s2.0-57205559505","Martínez-León V.","Martínez-León","Verónica","F",0,0,7,1,1,1,1,1,100,0,2018,2018,1,1,122026286,"Hospital Regional","Ecuador","hosp",3,1,"national"
"9-s2.0-57205563650","Castro-Sigüenza M.","Castro-Sigüenza","Monica","F",0,0,7,1,1,1,1,1,100,0,2018,2018,1,1,122026286,"Hospital Regional","Ecuador","hosp",3,1,"national"
"9-s2.0-57205564278","Faicán-Ulloa M.","Faicán-Ulloa","M. B.","NA",0,0,7,1,1,1,1,1,100,0,2018,2018,1,1,122026286,"Hospital Regional","Ecuador","hosp",3,1,"national"
"9-s2.0-57205595066","Escobar N.","Escobar","Nemesis","F",0,0,4,1,1,1,1,1,100,0,2018,2018,1,1,60072054,"Escuela Politécnica Nacional","Ecuador","univ",1031,1861,"national"
"9-s2.0-57205595179","Quinde I.","Quinde","Isabel","F",0,0,3,1,1,1,1,1,100,0,2018,2018,1,1,60107287,"Universidad Técnica del Norte","Ecuador","univ",401,272,"national"
"9-s2.0-57205595265","Cabrera Hidalgo J.","Cabrera Hidalgo","Julio Cesar","M",0,0,4,1,1,1,1,1,100,0,2018,2018,1,1,60105693,"Universidad Politécnica Salesiana, Cuenca","Ecuador","univ",727,829,"national"
"9-s2.0-57205595341","Veas J.","Veas","Joffre Luis Leon","M",0,0,1,1,1,1,1,1,100,0,2018,2018,1,1,60105693,"Universidad Politécnica Salesiana, Cuenca","Ecuador","univ",727,829,"national"
"9-s2.0-57205595419","Baez E.","Baez","Esteban Perez","M",1,1,4,1,1,1,1,1,100,1,2018,2018,1,1,60104598,"Universidad de las Fuerzas Armadas ESPE","Ecuador","univ",1490,1654,"national"
"9-s2.0-57205595428","Gavilanes G.","Gavilanes","Gabriel Barros","M",1,1,0,1,1,1,1,1,100,1,2018,2018,1,1,60108706,"Universidad del Azuay","Ecuador","univ",216,240,"national"
"9-s2.0-57205595436","Sola-Mora J.","Sola-Mora","Juan","M",0,0,5,1,1,1,1,1,100,0,2018,2018,1,1,122042768,"Hospital Teodoro Maldonado C. (IESS)","Ecuador","hosp",2,1,"national"
"9-s2.0-57205595467","Verdugo-Romero W.","Verdugo-Romero","Walter","M",1,1,9,2,1,1,1,2,100,1,2018,2019,2,1,60105693,"Universidad Politécnica Salesiana, Cuenca","Ecuador","univ",727,829,"national"
"9-s2.0-57205595591","Reyes A.","Reyes","Andres Fernando","M",0,0,2,1,1,1,1,1,100,0,2018,2018,1,1,60072054,"Escuela Politécnica Nacional","Ecuador","univ",1031,1861,"national"
"9-s2.0-57205595619","Cipriano D.","Cipriano","Daniel","M",0,0,2,1,0,1,1,1,0,0,2018,2018,1,1,60026438,"Universidad Simón Bolívar","Venezuela","univ",3245,9895,"external"
"9-s2.0-57205595643","Diaz N.","Diaz","Nicole","F",1,1,2,1,1,1,1,1,100,1,2018,2018,1,1,60072061,"Escuela Superior Politecnica del Litoral Ecuador","Ecuador","resi",1054,1618,"national"
"9-s2.0-57205595672","Gallo R.","Gallo","Ricardo","M",0,0,5,1,1,1,1,1,100,0,2018,2018,1,1,60072061,"Escuela Superior Politecnica del Litoral Ecuador","Ecuador","resi",1054,1618,"national"
"9-s2.0-57205595745","Bastidas F.","Bastidas","F. Andres","M",2,2,1,2,2,2,2,2,100,1,2018,2018,1,1,60072054,"Escuela Politécnica Nacional","Ecuador","univ",1031,1861,"national"
"9-s2.0-57205595756","Landivar G.","Landivar","Galo Enrique Valverde","M",0,0,1,1,1,1,1,1,100,0,2018,2018,1,1,60105693,"Universidad Politécnica Salesiana, Cuenca","Ecuador","univ",727,829,"national"
"9-s2.0-57205595951","Roman O.","Roman","Osiris A.","NA",0,0,4,1,1,1,1,1,100,0,2018,2018,1,1,60105012,"Yachay Tech","Ecuador","univ",184,444,"national"
"9-s2.0-57205596040","Andrade B.","Andrade","Betsy","F",0,0,6,1,1,1,1,1,100,0,2018,2018,1,1,60072061,"Escuela Superior Politecnica del Litoral Ecuador","Ecuador","resi",1054,1618,"national"
"9-s2.0-57205596100","Intriago G.","Intriago","Gabriel","M",0,0,7,4,1,1,1,4,100,0,2018,2019,2,1,60072061,"Escuela Superior Politecnica del Litoral Ecuador","Ecuador","resi",1054,1618,"national"
"9-s2.0-57205596142","Pesantez Coyago T.","Pesantez Coyago","Tatiana","F",0,0,4,1,1,1,1,1,100,0,2018,2018,1,1,122043286,"Unidad Educativa Técnico Salesiano","Ecuador",NULL,1,1,"national"
"9-s2.0-57205596238","Puga A.","Puga","Ana Zeas","F",0,0,3,1,1,1,1,1,100,0,2018,2018,1,1,120560718,"Centro Gerontológico Diurno","Ecuador",NULL,2,2,"national"
"9-s2.0-57205596242","Gordillo B.","Gordillo","Bryan","M",1,1,3,1,1,1,1,1,100,1,2018,2018,1,1,60072064,"Universidad Tecnica Particular de Loja","Ecuador","univ",983,1450,"national"
"9-s2.0-57205596330","Maria A.","Maria","Acosta O.","F",1,1,2,1,1,1,1,1,100,1,2018,2018,1,1,60072054,"Escuela Politécnica Nacional","Ecuador","univ",1031,1861,"national"
"9-s2.0-57205596347","Alcivar-Molina E.","Alcivar-Molina","Eduardo","M",0,0,5,1,1,1,1,1,100,0,2018,2018,1,1,60072061,"Escuela Superior Politecnica del Litoral Ecuador","Ecuador","resi",1054,1618,"national"
"9-s2.0-57205596517","Chato P.","Chato","Patricia","F",1,1,5,1,1,1,1,1,100,1,2018,2018,1,1,60104598,"Universidad de las Fuerzas Armadas ESPE","Ecuador","univ",1490,1654,"national"
"9-s2.0-57205596582","Sotamba J.","Sotamba","J.","NA",0,0,3,1,1,1,1,1,100,0,2018,2018,1,1,60105693,"Universidad Politécnica Salesiana, Cuenca","Ecuador","univ",727,829,"national"
"9-s2.0-57205596598","Astudillo F.","Astudillo","Felipe","M",0,0,3,1,1,1,1,1,100,0,2018,2018,1,1,60072035,"University of Cuenca","Ecuador","univ",777,1262,"national"
"9-s2.0-57205596681","Garcia A.","Garcia","Andrea","F",0,0,4,1,1,1,1,1,100,0,2018,2018,1,1,60072054,"Escuela Politécnica Nacional","Ecuador","univ",1031,1861,"national"
"9-s2.0-57205596899","Amores L.","Amores","Luis Freire","M",1,1,3,1,1,1,1,1,100,1,2018,2018,1,1,60108339,"Universidad UTE","Ecuador","univ",214,379,"national"
"9-s2.0-57205596970","Buestan F.","Buestan","Freddy Narvaez","M",0,0,2,1,1,1,1,1,100,0,2018,2018,1,1,122043530,"Instituto Superior","Ecuador",NULL,2,1,"national"
"9-s2.0-57205596978","John K.","John","Kern M.","NA",0,0,3,1,0,1,1,1,0,0,2018,2018,1,1,60023383,"Universidad de Santiago de Chile","Chile","univ",3586,11032,"external"
"9-s2.0-57205597102","Pablo Bermeo J.","Pablo Bermeo","J.","M",0,0,4,1,1,1,1,1,100,0,2018,2018,1,1,60105693,"Universidad Politécnica Salesiana, Cuenca","Ecuador","univ",727,829,"national"
"9-s2.0-57205597120","Zhapa F.","Zhapa","Fernando P.","M",0,0,3,1,1,1,1,1,100,0,2018,2018,1,1,60105012,"Yachay Tech","Ecuador","univ",184,444,"national"
"9-s2.0-57205597191","Calupina D.","Calupina","Dayan","F",0,0,4,1,1,1,1,1,100,0,2018,2018,1,1,60072054,"Escuela Politécnica Nacional","Ecuador","univ",1031,1861,"national"
"9-s2.0-57205597248","Godoy-Trujillo P.","Godoy-Trujillo","Pamela E.","F",1,1,7,2,1,1,1,2,100,1,2018,2020,3,1,60107287,"Universidad Técnica del Norte","Ecuador","univ",401,272,"national"
"9-s2.0-57205597285","Morejon W.","Morejon","Winter J.","NA",0,0,4,1,1,1,1,1,100,0,2018,2018,1,1,60105012,"Yachay Tech","Ecuador","univ",184,444,"national"
"9-s2.0-57205597372","Villafuerte J.","Villafuerte","Jimmy","M",0,0,2,1,1,1,1,1,100,0,2018,2018,1,1,60072054,"Escuela Politécnica Nacional","Ecuador","univ",1031,1861,"national"
"9-s2.0-57205597409","Cordero-Moreno D.","Cordero-Moreno","Daniel","M",17,15,13,5,2,2,2,2,100,2,2018,2018,1,1,60108706,"Universidad del Azuay","Ecuador","univ",216,240,"national"
"9-s2.0-57205597486","Yacelga-Pinto M.","Yacelga-Pinto","Marco","M",1,1,2,1,1,1,1,1,100,1,2018,2018,1,1,60072054,"Escuela Politécnica Nacional","Ecuador","univ",1031,1861,"national"
"9-s2.0-57205597529","Charry J.","Charry","Jose","M",0,0,3,1,1,1,1,1,100,0,2018,2018,1,1,60072035,"University of Cuenca","Ecuador","univ",777,1262,"national"
"9-s2.0-57205597541","Velasquez-Angamarca V.","Velasquez-Angamarca","V.","NA",0,0,10,2,1,1,1,1,100,0,2018,2019,2,1,60105693,"Universidad Politécnica Salesiana, Cuenca","Ecuador","univ",727,829,"national"
"9-s2.0-57205597544","Alvarez R.","Alvarez","Robin","M",0,0,2,1,1,1,1,1,100,0,2018,2018,1,1,60072054,"Escuela Politécnica Nacional","Ecuador","univ",1031,1861,"national"
"9-s2.0-57205597569","Guarnizo O.","Guarnizo","Oscar V.","M",0,0,3,1,1,1,1,1,100,0,2018,2018,1,1,60105012,"Yachay Tech","Ecuador","univ",184,444,"national"
"9-s2.0-57205597593","Pilliza G.","Pilliza","Gissela E.","F",0,0,4,1,1,1,1,1,100,0,2018,2018,1,1,60105012,"Yachay Tech","Ecuador","univ",184,444,"national"
"9-s2.0-57205597730","Mejí­a-Astudillo C.","Mejí­a-Astudillo","Cristina","F",0,0,3,3,1,1,1,3,100,0,2018,2019,2,1,60072038,"Universidad Central del Ecuador","Ecuador","univ",696,949,"national"
"9-s2.0-57205597991","Carrascal-Garcia J.","Carrascal-Garcia","Jorge","M",1,1,6,1,1,1,1,1,100,1,2018,2018,1,1,119056721,"Instituto Tecnológico Superior 17 de Julio","Ecuador",NULL,8,17,"national"
"9-s2.0-57205598167","Romero J.","Romero","Junniers","NA",0,0,2,1,0,1,1,1,0,0,2018,2018,1,1,60026438,"Universidad Simón Bolívar","Venezuela","univ",3245,9895,"external"
"9-s2.0-57205598187","Litardo J.","Litardo","Jaqueline","F",0,0,13,3,1,1,1,1,100,0,2018,2019,2,1,60072061,"Escuela Superior Politecnica del Litoral Ecuador","Ecuador","resi",1054,1618,"national"
"9-s2.0-57205598273","Jaramillo S.","Jaramillo","Sebastian","M",3,2,10,3,3,3,3,3,100,1,2017,2018,2,1,60072054,"Escuela Politécnica Nacional","Ecuador","univ",1031,1861,"national"
"9-s2.0-57205598520","Martinez C.","Martinez","Caril","M",4,4,2,1,1,1,1,1,100,1,2018,2018,1,1,60072061,"Escuela Superior Politecnica del Litoral Ecuador","Ecuador","resi",1054,1618,"national"
"9-s2.0-57205598638","Gonzalez J.","Gonzalez","Joseph R.","M",0,0,3,1,1,1,1,1,100,0,2018,2018,1,1,60105012,"Yachay Tech","Ecuador","univ",184,444,"national"
"9-s2.0-57205598648","Benítez-Pereira H.","Benítez-Pereira","Henry","M",1,1,12,3,2,2,2,3,100,1,2018,2020,3,1,119056721,"Instituto Tecnológico Superior 17 de Julio","Ecuador",NULL,8,17,"national"
"9-s2.0-57205598978","Toapanta C.","Toapanta","Carlos","M",0,0,2,1,1,1,1,1,100,0,2018,2018,1,1,60072054,"Escuela Politécnica Nacional","Ecuador","univ",1031,1861,"national"
"9-s2.0-57205598992","Zamora-Olea G.","Zamora-Olea","Geancarlos","M",0,0,5,1,1,1,1,1,100,0,2018,2018,1,1,60072061,"Escuela Superior Politecnica del Litoral Ecuador","Ecuador","resi",1054,1618,"national"
"9-s2.0-57205599100","Ortega J.","Ortega","Jorge","M",1,1,8,3,1,1,2,2,50,1,2018,2019,2,1,122042846,"Musco Pumapungo - Ministerio de Cultura Del Ecuador","Ecuador",NULL,2,2,"national"
"9-s2.0-57205599210","Belsapellicer A.","Belsapellicer","Andreu","NA",1,1,3,1,0,1,1,1,0,1,2018,2018,1,1,60011476,"Universitat Politècnica de València","Spain","univ",9512,42807,"external"
"9-s2.0-57205599334","Verdugo-Cabrera O.","Verdugo-Cabrera","Oswaldo","M",1,1,4,1,1,1,1,1,100,1,2018,2018,1,1,60105693,"Universidad Politécnica Salesiana, Cuenca","Ecuador","univ",727,829,"national"
"9-s2.0-57205599370","Vera-Rea P.","Vera-Rea","Pablo","M",0,0,6,1,1,1,1,1,100,0,2018,2018,1,1,60105693,"Universidad Politécnica Salesiana, Cuenca","Ecuador","univ",727,829,"national"
"9-s2.0-57205599431","Ayala M.","Ayala","Maria G.","F",0,0,4,1,1,1,1,1,100,0,2018,2018,1,1,60072054,"Escuela Politécnica Nacional","Ecuador","univ",1031,1861,"national"
